,age,age_origin
"Blastomyces_dermatitidis_32205801:Blastomyces dermatitidis
",1-17岁,pediatric
"Blastomyces_dermatitidis_32310071:Blastomyces dermatitidis
",none,areas
"Blastomyces_dermatitidis_32337141:Blastomyces dermatitidis
",17-65岁,42-year-old
"Blastomyces_dermatitidis_32455114:Blastomyces dermatitidis
",none,previously healthy
"Blastomyces_dermatitidis_32489864:Blastomyces dermatitidis
",17-65岁,48 year old
"Blastomyces_dermatitidis_32571776:Blastomyces dermatitidis
",>65岁,2008
"Blastomyces_dermatitidis_32649137:Blastomyces dermatitidis
",none,a patient residing
"Blastomyces_dermatitidis_32652975:Blastomyces dermatitidis
",17-65岁,24-years-old
"Blastomyces_dermatitidis_32656024:Blastomyces dermatitidis
",none,pregnant
"Blastomyces_dermatitidis_32766820:Blastomyces dermatitidis
",none,","
"Blastomyces_dermatitidis_32923279:Blastomyces dermatitidis
",none,uncommon
"Blastomyces_dermatitidis_32963686:Blastomyces dermatitidis
",17-65岁,35
"Blastomyces_dermatitidis_33269079:Blastomyces dermatitidis
",17-65岁,27-year-old
"Blastomyces_dermatitidis_33298609:Blastomyces dermatitidis
",none,NY
"Blastomyces_dermatitidis_33563770:Blastomyces dermatitidis
",1-17岁,15-year-old
"Blastomyces_dermatitidis_33684979:Blastomyces dermatitidis
",1-17岁,young
"Blastomyces_dermatitidis_33866867:Blastomyces dermatitidis
",17-65岁,27-year-old
"Blastomyces_dermatitidis_33990518:Blastomyces dermatitidis
",1-17岁,12
"Blastomyces_dermatitidis_34016289:Blastomyces dermatitidis
",none,extrapulmonary
"Blastomyces_dermatitidis_34036653:Blastomyces dermatitidis
",none,ensuing
"Blastomyces_dermatitidis_34068825:Blastomyces dermatitidis
",none,present
"Blastomyces_dermatitidis_34146378:Blastomyces dermatitidis
",17-65岁,59
"Blastomyces_dermatitidis_34540497:Blastomyces dermatitidis
",17-65岁,50-year-old
"Blastomyces_dermatitidis_34603804:Blastomyces dermatitidis
",none,a
"Blastomyces_dermatitidis_34670643:Blastomyces dermatitidis
",17-65岁,30
"Blastomyces_dermatitidis_34673714:Blastomyces dermatitidis
",1-17岁,13-year-old
"Blastomyces_dermatitidis_34829177:Blastomyces dermatitidis
",>65岁,"51 years (range, 6-84"
"Blastomyces_dermatitidis_34874582:Blastomyces dermatitidis
",>65岁,76
"Blastomyces_dermatitidis_34888690:Blastomyces dermatitidis
",none,a patient with well-controlled
"Blastomyces_dermatitidis_610419:Blastomyces dermatitidis
",17-65岁,47-year-old
"Blastomyces_dermatitidis_6984622:Blastomyces dermatitidis
",17-65岁,49-year-old
"Blastomyces_dermatitidis_792:Blastomyces dermatitidis
",none,discussing
"Blastomyces_dermatitidis_8413389:Blastomyces dermatitidis
",none,function
"Blastomyces_dermatitidis_8672047:Blastomyces dermatitidis
",none,European renal transplant recipient
"Blastomyces_dermatitidis_8722836:Blastomyces dermatitidis
",none,host
"Blastomyces_dermatitidis_9894949:Blastomyces dermatitidis
",none,some time
"Blastomyces_dermatitidis_9990284:Blastomyces dermatitidis
",17-65岁,54-year-old
"Blastoschizomyces_capitatus_12681225:Blastoschizomyces capitatus
",none,with
"Blastoschizomyces_capitatus_15301131:Blastoschizomyces capitatus
",none,otherwise healthy
"Blastoschizomyces_capitatus_16397422:Blastoschizomyces capitatus
",>65岁,66-year-old
"Blastoschizomyces_capitatus_1810730:Blastoschizomyces capitatus
",none,patient
"Blastoschizomyces_capitatus_18822873:Blastoschizomyces capitatus
",17-65岁,46-year-old
"Blastoschizomyces_capitatus_21644397:Blastoschizomyces capitatus
",none,otherwise healthy female
"Blastoschizomyces_capitatus_23998082:Blastoschizomyces capitatus
",>65岁,elderly
"Blastoschizomyces_capitatus_26500906:Blastoschizomyces capitatus
",none,old
"Blastoschizomyces_capitatus_27495321:Blastoschizomyces capitatus
",17-65岁,29
"Blastoschizomyces_capitatus_28124967:Blastoschizomyces capitatus
",none,patients
"Blastoschizomyces_capitatus_28283014:Blastoschizomyces capitatus
",17-65岁,22-year-old
"Blastoschizomyces_capitatus_28409093:Blastoschizomyces capitatus
",17-65岁,19 year old
"Blastoschizomyces_capitatus_29198203:Blastoschizomyces capitatus
",>65岁,68 years (range 40-86
"Blastoschizomyces_capitatus_29207709:Blastoschizomyces capitatus
",17-65岁,53
"Blastoschizomyces_capitatus_30294534:Blastoschizomyces capitatus
",none,patient
"Blastoschizomyces_capitatus_34416850:Blastoschizomyces capitatus
",1-17岁,16-year-old
"Blastoschizomyces_pseudotrichosporon_15301131:Blastoschizomyces pseudotrichosporon
",none,otherwise
"Blastoschizomyces_pseudotrichosporon_15623948:Blastoschizomyces pseudotrichosporon
",none,ages
"Blastoschizomyces_pseudotrichosporon_16397422:Blastoschizomyces pseudotrichosporon
",>65岁,66-year-old
"Blastoschizomyces_pseudotrichosporon_1810730:Blastoschizomyces pseudotrichosporon
",none,patient
"Blastoschizomyces_pseudotrichosporon_18822873:Blastoschizomyces pseudotrichosporon
",17-65岁,46-year-old
"Blastoschizomyces_pseudotrichosporon_21644397:Blastoschizomyces pseudotrichosporon
",none,otherwise healthy female
"Blastoschizomyces_pseudotrichosporon_23998082:Blastoschizomyces pseudotrichosporon
",>65岁,elderly
"Blastoschizomyces_pseudotrichosporon_26500906:Blastoschizomyces pseudotrichosporon
",none,old
"Blastoschizomyces_pseudotrichosporon_28124967:Blastoschizomyces pseudotrichosporon
",none,patients
"Blastoschizomyces_pseudotrichosporon_28283014:Blastoschizomyces pseudotrichosporon
",17-65岁,22-year-old
"Blastoschizomyces_pseudotrichosporon_28409093:Blastoschizomyces pseudotrichosporon
",17-65岁,19 year old
"Blastoschizomyces_pseudotrichosporon_29198203:Blastoschizomyces pseudotrichosporon
",>65岁,68 years (range 40-86
"Blastoschizomyces_pseudotrichosporon_30294534:Blastoschizomyces pseudotrichosporon
",none,a
"Botryodiplodia_theobromae_18003802:Botryodiplodia theobromae
",1-17岁,14
"Brachiola_algerae_22385431:Brachiola algerae
",17-65岁,49 years old
"Brachiola_algerae_34391631:Brachiola algerae
",17-65岁,55-year-old
"Candida_africana_25924703:Candida africana
",none,distinct
"Candida_albicans_19190977:Candida albicans
",none,healthy
"Candida_albicans_19218113:Candida albicans
",>65岁,114
"Candida_albicans_19527465:Candida albicans
",17-65岁,64
"Candida_albicans_19959273:Candida albicans
",none,.
"Candida_albicans_20201343:Candida albicans
",>65岁,170
"Candida_albicans_21083745:Candida albicans
",>65岁,elderly
"Candida_albicans_21131742:Candida albicans
",>65岁,489
"Candida_albicans_21172126:Candida albicans
",>65岁,230
"Candida_albicans_21436007:Candida albicans
",17-65岁,45
"Candida_albicans_21459912:Candida albicans
",none,last decade
"Candida_albicans_21460353:Candida albicans
",17-65岁,50-year-old
"Candida_albicans_21500462:Candida albicans
",none,target
"Candida_albicans_21623036:Candida albicans
",17-65岁,50
"Candida_albicans_22294141:Candida albicans
",none,this
"Candida_albicans_22312879:Candida albicans
",>65岁,111
"Candida_albicans_22325401:Candida albicans
",none,a
"Candida_albicans_22751495:Candida albicans
",17-65岁,21
"Candida_albicans_23077867:Candida albicans
",>65岁,152
"Candida_albicans_23154724:Candida albicans
",17-65岁,54-year-old
"Candida_albicans_23642118:Candida albicans
",none,we
"Candida_albicans_24325118:Candida albicans
",>65岁,Older
"Candida_albicans_24997586:Candida albicans
",17-65岁,62-year-old
"Candida_albicans_25081653:Candida albicans
",>65岁,65
"Candida_albicans_25140768:Candida albicans
",>65岁,94
"Candida_albicans_25240522:Candida albicans
",none,factors
"Candida_albicans_25351266:Candida albicans
",>65岁,63 to 103 [mean (83
"Candida_albicans_25493353:Candida albicans
",>65岁,70-y-old
"Candida_albicans_25598264:Candida albicans
",1-17岁,3-6
"Candida_albicans_26876746:Candida albicans
",none,Korean I
"Candida_albicans_28591237:Candida albicans
",none,these
"Candida_albicans_28877671:Candida albicans
",>65岁,198
"Candida_albicans_29051092:Candida albicans
",none,care
"Candida_albicans_29324651:Candida albicans
",>65岁,1849
"Candida_albicans_29480879:Candida albicans
",17-65岁,59-year-old
"Candida_albicans_29578431:Candida albicans
",17-65岁,eighteen-year-old
"Candida_albicans_30107073:Candida albicans
",>65岁,126
"Candida_albicans_31758642:Candida albicans
",>65岁,120
"Candida_albicans_31814032:Candida albicans
",17-65岁,54-year-old
"Candida_albicans_31930074:Candida albicans
",none,patients
"Candida_albicans_32041540:Candida albicans
",17-65岁,60
"Candida_albicans_32134016:Candida albicans
",>65岁,104
"Candida_albicans_32648836:Candida albicans
",>65岁,685
"Candida_albicans_32681527:Candida albicans
",none,age
"Candida_albicans_33259975:Candida albicans
",17-65岁,20
"Candida_albicans_33361878:Candida albicans
",17-65岁,63-year-old
"Candida_albicans_33590037:Candida albicans
",>65岁,343 patients
"Candida_albicans_33599911:Candida albicans
",17-65岁,adult
"Candida_albicans_33889656:Candida albicans
",17-65岁,62
"Candida_albicans_33912342:Candida albicans
",>65岁,67-year-old
"Candida_albicans_33940134:Candida albicans
",>65岁,elder
"Candida_albicans_33950572:Candida albicans
",17-65岁,34
"Candida_albicans_34076373:Candida albicans
",none,hospital population
"Candida_albicans_34136573:Candida albicans
",none,summon
"Candida_albicans_34136819:Candida albicans
",17-65岁,adult
"Candida_albicans_34150344:Candida albicans
",none,preschool
"Candida_albicans_34218811:Candida albicans
",>65岁,154
"Candida_albicans_34342488:Candida albicans
",17-65岁,40
"Candida_albicans_34356931:Candida albicans
",17-65岁,19
"Candida_albicans_34368903:Candida albicans
",>65岁,70-year-old
"Candida_albicans_34379989:Candida albicans
",17-65岁,60
"Candida_albicans_34381791:Candida albicans
",>65岁,elderly
"Candida_albicans_34428666:Candida albicans
",>65岁,elderly
"Candida_albicans_34555702:Candida albicans
",none,potentialize
"Candida_albicans_34589223:Candida albicans
",>65岁,75-year-old
"Candida_albicans_34666664:Candida albicans
",>65岁,71-year-old
"Candida_albicans_34668768:Candida albicans
",1-17岁,10
"Candida_albicans_34745396:Candida albicans
",>65岁,21-80
"Candida_albicans_34839862:Candida albicans
",>65岁,2019
"Candida_albicans_34992473:Candida albicans
",none,mid-fort
"Candida_auris_28779997:Candida auris
",17-65岁,31
"Candida_auris_29941824:Candida auris
",17-65岁,adults
"Candida_auris_31471347:Candida auris
",>65岁,65-year-old
"Candida_auris_32462100:Candida auris
",17-65岁,30 year-old
"Candida_auris_32681527:Candida auris
",none,age
"Candida_auris_34416810:Candida auris
",17-65岁,46-year-old
"Candida_auris_34666664:Candida auris
",>65岁,71-year-old
"Candida_auris_34953089:Candida auris
",17-65岁,18
"Candida_auris_34969112:Candida auris
",none,.
"Candida_claussenii_11347262:Candida claussenii
",none,different clinical material
"Candida_dubliniensis__16309351:Candida dubliniensis 
",none,a leukemic patient
"Candida_dubliniensis__27342836:Candida dubliniensis 
",>65岁,75-year-old
"Candida_dubliniensis__30976504:Candida dubliniensis 
",none,recipient
"Candida_dubliniensis__31275675:Candida dubliniensis 
",none,an
"Candida_dubliniensis__32450290:Candida dubliniensis 
",>65岁,6-66
"Candida_dubliniensis__32724755:Candida dubliniensis 
",17-65岁,45-year-old
"Candida_dubliniensis__32960861:Candida dubliniensis 
",none,Transplant
"Candida_dubliniensis__33889656:Candida dubliniensis 
",17-65岁,62
"Candida_dubliniensis__33984080:Candida dubliniensis 
",none,a
"Candida_famata_15700847:Candida famata
",none,many
"Candida_famata_30240817:Candida famata
",>65岁,126
"Candida_famata_33457028:Candida famata
",17-65岁,adult
"Candida_famata_34956824:Candida famata
",1-17岁,children
"Candida_fermentati_30681747:Candida fermentati
",17-65岁,42
"Candida_glabrata_10480011:Candida glabrata
",17-65岁,63
"Candida_glabrata_10919584:Candida glabrata
",1-17岁,three
"Candida_glabrata_116368:Candida glabrata
",17-65岁,middle-aged
"Candida_glabrata_12503936:Candida glabrata
",17-65岁,38-year-old
"Candida_glabrata_13381939:Candida glabrata
",none,:
"Candida_glabrata_1558684:Candida glabrata
",none,seriously
"Candida_glabrata_16357460:Candida glabrata
",>65岁,71-year-old
"Candida_glabrata_16424420:Candida glabrata
",1-17岁,4
"Candida_glabrata_1660108:Candida glabrata
",1-17岁,seven
"Candida_glabrata_17131790:Candida glabrata
",17-65岁,23
"Candida_glabrata_17454898:Candida glabrata
",none,established
"Candida_glabrata_17885950:Candida glabrata
",none,a
"Candida_glabrata_17957611:Candida glabrata
",none,:
"Candida_glabrata_1957105:Candida glabrata
",17-65岁,48-year old
"Candida_glabrata_20367934:Candida glabrata
",none,IFI
"Candida_glabrata_20858999:Candida glabrata
",none,use
"Candida_glabrata_21500462:Candida glabrata
",none,target
"Candida_glabrata_23589008:Candida glabrata
",none,a
"Candida_glabrata_23801184:Candida glabrata
",none,Kobe
"Candida_glabrata_25138798:Candida glabrata
",none,transplantation
"Candida_glabrata_25613052:Candida glabrata
",>65岁,72-year-old
"Candida_glabrata_27821139:Candida glabrata
",>65岁,80-year-old
"Candida_glabrata_27882253:Candida glabrata
",>65岁,66-year-old
"Candida_glabrata_28384860:Candida glabrata
",>65岁,71
"Candida_glabrata_28680340:Candida glabrata
",17-65岁,58-year-old
"Candida_glabrata_28762125:Candida glabrata
",none,enabling
"Candida_glabrata_28936955:Candida glabrata
",>65岁,7 497
"Candida_glabrata_30116379:Candida glabrata
",>65岁,88
"Candida_glabrata_30240817:Candida glabrata
",>65岁,126
"Candida_glabrata_30392321:Candida glabrata
",none,newborn
"Candida_glabrata_31516828:Candida glabrata
",>65岁,74-year-old
"Candida_glabrata_31536801:Candida glabrata
",>65岁,2018
"Candida_glabrata_32164551:Candida glabrata
",17-65岁,38-year-old
"Candida_glabrata_32535876:Candida glabrata
",none,a
"Candida_glabrata_32724755:Candida glabrata
",17-65岁,45-year-old
"Candida_glabrata_33746045:Candida glabrata
",17-65岁,19
"Candida_glabrata_33889656:Candida glabrata
",17-65岁,62
"Candida_glabrata_34159054:Candida glabrata
",17-65岁,52-year-old
"Candida_glabrata_34218811:Candida glabrata
",>65岁,154
"Candida_glabrata_34428666:Candida glabrata
",>65岁,elderly
"Candida_glabrata_34660487:Candida glabrata
",none,very
"Candida_glabrata_34685374:Candida glabrata
",none,tackling
"Candida_glabrata_3472265:Candida glabrata
",none,infiltrates
"Candida_glabrata_34853695:Candida glabrata
",none,old
"Candida_glabrata_3581574:Candida glabrata
",>65岁,66-year-old
"Candida_glabrata_6682251:Candida glabrata
",none,An immunocompromised patient
"Candida_glabrata_7188718:Candida glabrata
",17-65岁,37-year-old
"Candida_glabrata_7918708:Candida glabrata
",none,radiography
"Candida_glabrata_8150966:Candida glabrata
",none,surgery
"Candida_glabrata_9298048:Candida glabrata
",>65岁,"53.5 years (range, 22 to 74"
"Candida_glabrata_944464:Candida glabrata
",none,examining
"Candida_glabrata_9630334:Candida glabrata
",17-65岁,adult
"Candida_glabrata_9656677:Candida glabrata
",>65岁,72-year-old
"Candida_glabrata_9844226:Candida glabrata
",none,advanced
"Candida_guillermondii_8150966:Candida guillermondii
",none,surgery
"Candida_inconspicua_23855412:Candida inconspicua
",1-17岁,six
"Candida_kefyr_16309351:Candida kefyr
",none,a leukemic patient
"Candida_kefyr_33590981:Candida kefyr
",1-17岁,12
"Candida_krusei_10421038:Candida krusei
",17-65岁,32
"Candida_krusei_11347667:Candida krusei
",none,arabinitol
"Candida_krusei_11394804:Candida krusei
",none,one-year-old
"Candida_krusei_12519355:Candida krusei
",17-65岁,42-year-old
"Candida_krusei_17885950:Candida krusei
",none,a
"Candida_krusei_18415841:Candida krusei
",none,diabetic
"Candida_krusei_19485782:Candida krusei
",none,pancreas
"Candida_krusei_20367934:Candida krusei
",none,S
"Candida_krusei_21500462:Candida krusei
",none,target
"Candida_krusei_2540367:Candida krusei
",none,patients
"Candida_krusei_28101187:Candida krusei
",17-65岁,64-year-old
"Candida_krusei_29670781:Candida krusei
",>65岁,74-year-old
"Candida_krusei_30170160:Candida krusei
",1-17岁,9 different
"Candida_krusei_31381532:Candida krusei
",17-65岁,27
"Candida_krusei_3344407:Candida krusei
",1-17岁,12
"Candida_krusei_33644009:Candida krusei
",17-65岁,179 patients (49 female
"Candida_krusei_33889656:Candida krusei
",17-65岁,62
"Candida_krusei_3778147:Candida krusei
",17-65岁,62-year-old
"Candida_krusei_7691973:Candida krusei
",17-65岁,24-year-old
"Candida_krusei_8150966:Candida krusei
",none,surgery
"Candida_lusitaniae_21864122:Candida lusitaniae
",17-65岁,33-year-old
"Candida_lusitaniae_30389707:Candida lusitaniae
",none,individual
"Candida_lusitaniae_34242877:Candida lusitaniae
",1-17岁,child
"Candida_lusitaniae_8150966:Candida lusitaniae
",none,surgery
"Candida_lusitaniae_8184239:Candida lusitaniae
",none,old
"Candida_lusitaniae_9774603:Candida lusitaniae
",17-65岁,49-year-old
"Candida_metapsilosis_10919584:Candida metapsilosis
",1-17岁,three
"Candida_metapsilosis_12132778:Candida metapsilosis
",>65岁,1917
"Candida_metapsilosis_12820917:Candida metapsilosis
",17-65岁,52
"Candida_metapsilosis_17131790:Candida metapsilosis
",17-65岁,23
"Candida_metapsilosis_17351938:Candida metapsilosis
",none,.
"Candida_metapsilosis_18415841:Candida metapsilosis
",none,diabetic
"Candida_metapsilosis_20367934:Candida metapsilosis
",none,IFI
"Candida_metapsilosis_22399844:Candida metapsilosis
",none,patients
"Candida_metapsilosis_23298156:Candida metapsilosis
",none,age
"Candida_metapsilosis_2329845:Candida metapsilosis
",1-17岁,two
"Candida_metapsilosis_2540367:Candida metapsilosis
",none,patients
"Candida_metapsilosis_27530787:Candida metapsilosis
",17-65岁,49
"Candida_metapsilosis_30240817:Candida metapsilosis
",>65岁,126
"Candida_metapsilosis_32183842:Candida metapsilosis
",none,all birth weight
"Candida_metapsilosis_32909234:Candida metapsilosis
",17-65岁,62-year-old
"Candida_metapsilosis_33889656:Candida metapsilosis
",17-65岁,62
"Candida_metapsilosis_33923992:Candida metapsilosis
",>65岁,2019
"Candida_metapsilosis_34150344:Candida metapsilosis
",none,preschool
"Candida_metapsilosis_34356931:Candida metapsilosis
",17-65岁,19
"Candida_metapsilosis_34394367:Candida metapsilosis
",none,this
"Candida_metapsilosis_34428666:Candida metapsilosis
",>65岁,elderly
"Candida_metapsilosis_34458217:Candida metapsilosis
",>65岁,85
"Candida_metapsilosis_34526417:Candida metapsilosis
",none,a
"Candida_metapsilosis_34555702:Candida metapsilosis
",none,potentialize
"Candida_metapsilosis_34972773:Candida metapsilosis
",17-65岁,31-year-old
"Candida_metapsilosis_3955777:Candida metapsilosis
",1-17岁,sixteen
"Candida_metapsilosis_401538:Candida metapsilosis
",1-17岁,4 years old
"Candida_metapsilosis_7387534:Candida metapsilosis
",17-65岁,61-year-old
"Candida_metapsilosis_8150966:Candida metapsilosis
",none,surgery
"Candida_metapsilosis_8778477:Candida metapsilosis
",>65岁,73-year-old
"Candida_metapsilosis_9009626:Candida metapsilosis
",none,a
"Candida_norvegensis_21980850:Candida norvegensis
",none,a
"Candida_norvegensis_23855412:Candida norvegensis
",1-17岁,six
"Candida_norvegensis_26221096:Candida norvegensis
",>65岁,100
"Candida_orthopsilosis_10919584:Candida orthopsilosis
",1-17岁,three
"Candida_orthopsilosis_12132778:Candida orthopsilosis
",none,relapsing
"Candida_orthopsilosis_12820917:Candida orthopsilosis
",17-65岁,52
"Candida_orthopsilosis_17131790:Candida orthopsilosis
",17-65岁,23
"Candida_orthopsilosis_17351938:Candida orthopsilosis
",none,symptoms
"Candida_orthopsilosis_18415841:Candida orthopsilosis
",none,diabetic
"Candida_orthopsilosis_20367934:Candida orthopsilosis
",none,S
"Candida_orthopsilosis_22399844:Candida orthopsilosis
",1-17岁,13 patients
"Candida_orthopsilosis_23298156:Candida orthopsilosis
",none,age
"Candida_orthopsilosis_2329845:Candida orthopsilosis
",none,pancytopenia
"Candida_orthopsilosis_2540367:Candida orthopsilosis
",none,patients
"Candida_orthopsilosis_27530787:Candida orthopsilosis
",17-65岁,49
"Candida_orthopsilosis_30240817:Candida orthopsilosis
",>65岁,126
"Candida_orthopsilosis_32909234:Candida orthopsilosis
",17-65岁,62-year-old
"Candida_orthopsilosis_33889656:Candida orthopsilosis
",17-65岁,62
"Candida_orthopsilosis_33923992:Candida orthopsilosis
",>65岁,2019
"Candida_orthopsilosis_34150344:Candida orthopsilosis
",none,preschool
"Candida_orthopsilosis_34356931:Candida orthopsilosis
",17-65岁,19
"Candida_orthopsilosis_34428666:Candida orthopsilosis
",>65岁,elderly
"Candida_orthopsilosis_34458217:Candida orthopsilosis
",>65岁,85
"Candida_orthopsilosis_34526417:Candida orthopsilosis
",none,a
"Candida_orthopsilosis_34555702:Candida orthopsilosis
",none,potentialize
"Candida_orthopsilosis_34972773:Candida orthopsilosis
",17-65岁,31-year-old
"Candida_orthopsilosis_3955777:Candida orthopsilosis
",1-17岁,sixteen
"Candida_orthopsilosis_401538:Candida orthopsilosis
",1-17岁,3
"Candida_orthopsilosis_7387534:Candida orthopsilosis
",17-65岁,61-year-old
"Candida_orthopsilosis_8150966:Candida orthopsilosis
",none,surgery
"Candida_orthopsilosis_8778477:Candida orthopsilosis
",>65岁,73-year-old
"Candida_orthopsilosis_9009626:Candida orthopsilosis
",none,a
"Candida_parapsilosis_10919584:Candida parapsilosis
",1-17岁,three
"Candida_parapsilosis_12132778:Candida parapsilosis
",>65岁,1917
"Candida_parapsilosis_12820917:Candida parapsilosis
",17-65岁,52
"Candida_parapsilosis_17131790:Candida parapsilosis
",17-65岁,23
"Candida_parapsilosis_17351938:Candida parapsilosis
",none,.
"Candida_parapsilosis_18415841:Candida parapsilosis
",none,diabetic
"Candida_parapsilosis_20367934:Candida parapsilosis
",none,IFI
"Candida_parapsilosis_22399844:Candida parapsilosis
",none,patients
"Candida_parapsilosis_2329845:Candida parapsilosis
",1-17岁,two
"Candida_parapsilosis_2540367:Candida parapsilosis
",none,patients
"Candida_parapsilosis_27530787:Candida parapsilosis
",17-65岁,49
"Candida_parapsilosis_30240817:Candida parapsilosis
",>65岁,126
"Candida_parapsilosis_32183842:Candida parapsilosis
",none,all birth weight
"Candida_parapsilosis_32909234:Candida parapsilosis
",17-65岁,62-year-old
"Candida_parapsilosis_33889656:Candida parapsilosis
",17-65岁,62
"Candida_parapsilosis_33923992:Candida parapsilosis
",>65岁,2019
"Candida_parapsilosis_34150344:Candida parapsilosis
",none,preschool
"Candida_parapsilosis_34356931:Candida parapsilosis
",17-65岁,19
"Candida_parapsilosis_34394367:Candida parapsilosis
",none,this
"Candida_parapsilosis_34428666:Candida parapsilosis
",>65岁,elderly
"Candida_parapsilosis_34458217:Candida parapsilosis
",>65岁,85
"Candida_parapsilosis_34526417:Candida parapsilosis
",none,a
"Candida_parapsilosis_34555702:Candida parapsilosis
",none,potentialize
"Candida_parapsilosis_34972773:Candida parapsilosis
",17-65岁,31-year-old
"Candida_parapsilosis_3955777:Candida parapsilosis
",1-17岁,sixteen
"Candida_parapsilosis_401538:Candida parapsilosis
",1-17岁,4 years old
"Candida_parapsilosis_7387534:Candida parapsilosis
",17-65岁,61-year-old
"Candida_parapsilosis_8150966:Candida parapsilosis
",none,surgery
"Candida_parapsilosis_8778477:Candida parapsilosis
",>65岁,73-year-old
"Candida_parapsilosis_9009626:Candida parapsilosis
",none,a
"Candida_pelliculosa_32854208:Candida pelliculosa
",17-65岁,19
"Candida_pelliculosa_33941745:Candida pelliculosa
",>65岁,2019
"Candida_pseudotropicalis_6756138:Candida pseudotropicalis
",none,in
"Candida_pseudotropicalis_8150966:Candida pseudotropicalis
",none,surgery
"Candida_slooffii_625343:Candida slooffii
",none,.
"Candida_stellatoidea_19190977:Candida stellatoidea
",none,patients
"Candida_stellatoidea_19218113:Candida stellatoidea
",>65岁,114
"Candida_stellatoidea_19527465:Candida stellatoidea
",17-65岁,64
"Candida_stellatoidea_19959273:Candida stellatoidea
",none,.
"Candida_stellatoidea_20201343:Candida stellatoidea
",>65岁,170 cardiac surgery
"Candida_stellatoidea_21083745:Candida stellatoidea
",>65岁,elderly
"Candida_stellatoidea_21131742:Candida stellatoidea
",none,malignant
"Candida_stellatoidea_21172126:Candida stellatoidea
",>65岁,230
"Candida_stellatoidea_21436007:Candida stellatoidea
",17-65岁,45
"Candida_stellatoidea_21459912:Candida stellatoidea
",none,albicans.
"Candida_stellatoidea_21460353:Candida stellatoidea
",17-65岁,50-year-old
"Candida_stellatoidea_21500462:Candida stellatoidea
",none,target
"Candida_stellatoidea_21623036:Candida stellatoidea
",17-65岁,50 yr old
"Candida_stellatoidea_22294141:Candida stellatoidea
",none,this
"Candida_stellatoidea_22312879:Candida stellatoidea
",>65岁,111
"Candida_stellatoidea_22325401:Candida stellatoidea
",none,a
"Candida_stellatoidea_22751495:Candida stellatoidea
",17-65岁,21
"Candida_stellatoidea_23077867:Candida stellatoidea
",>65岁,152
"Candida_stellatoidea_23154724:Candida stellatoidea
",17-65岁,54-year-old
"Candida_stellatoidea_23642118:Candida stellatoidea
",none,we
"Candida_stellatoidea_24325118:Candida stellatoidea
",>65岁,Older
"Candida_stellatoidea_24997586:Candida stellatoidea
",17-65岁,62-year-old
"Candida_stellatoidea_25081653:Candida stellatoidea
",>65岁,65
"Candida_stellatoidea_25140768:Candida stellatoidea
",>65岁,94
"Candida_stellatoidea_25240522:Candida stellatoidea
",none,a series of factors
"Candida_stellatoidea_25351266:Candida stellatoidea
",>65岁,63 to 103 [mean (83
"Candida_stellatoidea_25371399:Candida stellatoidea
",1-17岁,Twenty-four
"Candida_stellatoidea_25493353:Candida stellatoidea
",>65岁,70-y-old
"Candida_stellatoidea_25598264:Candida stellatoidea
",1-17岁,3-6
"Candida_stellatoidea_26876746:Candida stellatoidea
",none,Korean I
"Candida_stellatoidea_28591237:Candida stellatoidea
",none,these
"Candida_stellatoidea_28877671:Candida stellatoidea
",>65岁,198
"Candida_stellatoidea_29051092:Candida stellatoidea
",none,care
"Candida_stellatoidea_29324651:Candida stellatoidea
",>65岁,1849
"Candida_stellatoidea_29480879:Candida stellatoidea
",17-65岁,59-year-old
"Candida_stellatoidea_29578431:Candida stellatoidea
",17-65岁,eighteen-year-old
"Candida_stellatoidea_30107073:Candida stellatoidea
",>65岁,126
"Candida_stellatoidea_31758642:Candida stellatoidea
",>65岁,120
"Candida_stellatoidea_31814032:Candida stellatoidea
",17-65岁,54-year-old
"Candida_stellatoidea_31930074:Candida stellatoidea
",none,patients
"Candida_stellatoidea_32041540:Candida stellatoidea
",17-65岁,60
"Candida_stellatoidea_32134016:Candida stellatoidea
",>65岁,104
"Candida_stellatoidea_32648836:Candida stellatoidea
",>65岁,685
"Candida_stellatoidea_32681527:Candida stellatoidea
",none,age
"Candida_stellatoidea_33259975:Candida stellatoidea
",>65岁,80
"Candida_stellatoidea_33361878:Candida stellatoidea
",17-65岁,63-year-old
"Candida_stellatoidea_33590037:Candida stellatoidea
",>65岁,343 patients
"Candida_stellatoidea_33599911:Candida stellatoidea
",17-65岁,adult
"Candida_stellatoidea_33889656:Candida stellatoidea
",17-65岁,62
"Candida_stellatoidea_33912342:Candida stellatoidea
",>65岁,67
"Candida_stellatoidea_33940134:Candida stellatoidea
",>65岁,elder
"Candida_stellatoidea_33950572:Candida stellatoidea
",17-65岁,34
"Candida_stellatoidea_34076373:Candida stellatoidea
",none,registry
"Candida_stellatoidea_34136573:Candida stellatoidea
",none,summon
"Candida_stellatoidea_34136819:Candida stellatoidea
",17-65岁,adult
"Candida_stellatoidea_34150344:Candida stellatoidea
",none,preschool
"Candida_stellatoidea_34218811:Candida stellatoidea
",>65岁,154
"Candida_stellatoidea_34342488:Candida stellatoidea
",17-65岁,40
"Candida_stellatoidea_34356931:Candida stellatoidea
",17-65岁,19
"Candida_stellatoidea_34368903:Candida stellatoidea
",>65岁,70-year-old
