,num,num_origin
"Blastomyces_dermatitidis_11340548:Blastomyces dermatitidis
",1-10,2
"Blastomyces_dermatitidis_11888958:Blastomyces dermatitidis
",>100,119
"Blastomyces_dermatitidis_13206703:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_14375842:Blastomyces dermatitidis
",none,:
"Blastomyces_dermatitidis_15314888:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_15871735:Blastomyces dermatitidis
",1-10,Five cases
"Blastomyces_dermatitidis_16088455:Blastomyces dermatitidis
",none,.
"Blastomyces_dermatitidis_16397422:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_16821476:Blastomyces dermatitidis
",1,a case
"Blastomyces_dermatitidis_17149463:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_17414110:Blastomyces dermatitidis
",10-100,Thirteen
"Blastomyces_dermatitidis_17428278:Blastomyces dermatitidis
",10-100,11
"Blastomyces_dermatitidis_18320978:Blastomyces dermatitidis
",10-100,17
"Blastomyces_dermatitidis_18574291:Blastomyces dermatitidis
",1-10,two
"Blastomyces_dermatitidis_18651302:Blastomyces dermatitidis
",>100,324
"Blastomyces_dermatitidis_18822873:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_18931937:Blastomyces dermatitidis
",>100,318
"Blastomyces_dermatitidis_19496934:Blastomyces dermatitidis
",1-10,Two
"Blastomyces_dermatitidis_21852517:Blastomyces dermatitidis
",1-10,three cases
"Blastomyces_dermatitidis_22167402:Blastomyces dermatitidis
",none,.
"Blastomyces_dermatitidis_22747656:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_23228191:Blastomyces dermatitidis
",1,a case
"Blastomyces_dermatitidis_23717820:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_25125734:Blastomyces dermatitidis
",none,", cases"
"Blastomyces_dermatitidis_25217516:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_26020566:Blastomyces dermatitidis
",>100,114
"Blastomyces_dermatitidis_26465989:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_26739607:Blastomyces dermatitidis
",none,:
"Blastomyces_dermatitidis_26986699:Blastomyces dermatitidis
",1,a case
"Blastomyces_dermatitidis_27927829:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_28797487:Blastomyces dermatitidis
",none,:
"Blastomyces_dermatitidis_28797489:Blastomyces dermatitidis
",none,:Many fungi cause pulmonary disease in patients
"Blastomyces_dermatitidis_28813733:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_29601779:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_29849375:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_29912691:Blastomyces dermatitidis
",>100,"1,392"
"Blastomyces_dermatitidis_30263127:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_30775340:Blastomyces dermatitidis
",1,a case
"Blastomyces_dermatitidis_31027465:Blastomyces dermatitidis
",1-10,five
"Blastomyces_dermatitidis_31324667:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_31414001:Blastomyces dermatitidis
",10-100,33
"Blastomyces_dermatitidis_31656442:Blastomyces dermatitidis
",1,a patient
"Blastomyces_dermatitidis_31896663:Blastomyces dermatitidis
",10-100,20 cases
"Blastomyces_dermatitidis_31939939:Blastomyces dermatitidis
",1,an immunocompromised patient
"Blastomyces_dermatitidis_320285:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_32179889:Blastomyces dermatitidis
",>100,106
"Blastomyces_dermatitidis_32205801:Blastomyces dermatitidis
",1-10,2
"Blastomyces_dermatitidis_32310071:Blastomyces dermatitidis
",>100,671
"Blastomyces_dermatitidis_32337141:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_32455114:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_32489864:Blastomyces dermatitidis
",1,a case
"Blastomyces_dermatitidis_32571776:Blastomyces dermatitidis
",>100,140
"Blastomyces_dermatitidis_32629490:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_32649137:Blastomyces dermatitidis
",1,a case
"Blastomyces_dermatitidis_32652975:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_32656024:Blastomyces dermatitidis
",1,a rare case
"Blastomyces_dermatitidis_32766820:Blastomyces dermatitidis
",1-10,9
"Blastomyces_dermatitidis_32831941:Blastomyces dermatitidis
",1-10,Eight cases
"Blastomyces_dermatitidis_32923279:Blastomyces dermatitidis
",1,a case
"Blastomyces_dermatitidis_32963686:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_33269079:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_33298609:Blastomyces dermatitidis
",10-100,38
"Blastomyces_dermatitidis_33563770:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_33684979:Blastomyces dermatitidis
",1,a case
"Blastomyces_dermatitidis_33866867:Blastomyces dermatitidis
",1,a very rare case
"Blastomyces_dermatitidis_33990518:Blastomyces dermatitidis
",10-100,64
"Blastomyces_dermatitidis_34016289:Blastomyces dermatitidis
",none,most cases
"Blastomyces_dermatitidis_34036653:Blastomyces dermatitidis
",none,.
"Blastomyces_dermatitidis_34068825:Blastomyces dermatitidis
",1,a review
"Blastomyces_dermatitidis_34146378:Blastomyces dermatitidis
",10-100,30
"Blastomyces_dermatitidis_34458084:Blastomyces dermatitidis
",1,A case
"Blastomyces_dermatitidis_34540497:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_34603804:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_34670643:Blastomyces dermatitidis
",>100,185
"Blastomyces_dermatitidis_34673714:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_34829177:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_34874582:Blastomyces dermatitidis
",10-100,76
"Blastomyces_dermatitidis_34888690:Blastomyces dermatitidis
",1,an uncommon case
"Blastomyces_dermatitidis_610419:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_6984622:Blastomyces dermatitidis
",1,A
"Blastomyces_dermatitidis_792:Blastomyces dermatitidis
",none,:
"Blastomyces_dermatitidis_8413389:Blastomyces dermatitidis
",10-100,10
"Blastomyces_dermatitidis_8672047:Blastomyces dermatitidis
",1,a
"Blastomyces_dermatitidis_8883177:Blastomyces dermatitidis
",none,:
"Blastomyces_dermatitidis_9894949:Blastomyces dermatitidis
",none,patients
"Blastomyces_dermatitidis_9990284:Blastomyces dermatitidis
",1,A
"Blastoschizomyces_capitatus_12681225:Blastoschizomyces capitatus
",none,patient
"Blastoschizomyces_capitatus_12950897:Blastoschizomyces capitatus
",>100,189
"Blastoschizomyces_capitatus_15301131:Blastoschizomyces capitatus
",1,a case
"Blastoschizomyces_capitatus_16397422:Blastoschizomyces capitatus
",1,A
"Blastoschizomyces_capitatus_1810730:Blastoschizomyces capitatus
",1,first known case
"Blastoschizomyces_capitatus_18822873:Blastoschizomyces capitatus
",1,A
"Blastoschizomyces_capitatus_21644397:Blastoschizomyces capitatus
",1,a case
"Blastoschizomyces_capitatus_23998082:Blastoschizomyces capitatus
",1-10,two cases
"Blastoschizomyces_capitatus_26500906:Blastoschizomyces capitatus
",1,a case
"Blastoschizomyces_capitatus_27495321:Blastoschizomyces capitatus
",10-100,Fourteen
"Blastoschizomyces_capitatus_28124967:Blastoschizomyces capitatus
",1-10,two
"Blastoschizomyces_capitatus_28283014:Blastoschizomyces capitatus
",1,A
"Blastoschizomyces_capitatus_28409093:Blastoschizomyces capitatus
",1,First case
"Blastoschizomyces_capitatus_29198203:Blastoschizomyces capitatus
",1,a case
"Blastoschizomyces_capitatus_29207709:Blastoschizomyces capitatus
",1-10,six
"Blastoschizomyces_capitatus_30294534:Blastoschizomyces capitatus
",1,a patient with untreated chronic lymphocytic leukemia.ABSTRACT:Several cases
"Blastoschizomyces_capitatus_34416850:Blastoschizomyces capitatus
",1,a
"Blastoschizomyces_pseudotrichosporon_15301131:Blastoschizomyces pseudotrichosporon
",1,a case
"Blastoschizomyces_pseudotrichosporon_15623948:Blastoschizomyces pseudotrichosporon
",1-10,three cases
"Blastoschizomyces_pseudotrichosporon_16397422:Blastoschizomyces pseudotrichosporon
",1,A
"Blastoschizomyces_pseudotrichosporon_1810730:Blastoschizomyces pseudotrichosporon
",1,An
"Blastoschizomyces_pseudotrichosporon_18822873:Blastoschizomyces pseudotrichosporon
",1,A
"Blastoschizomyces_pseudotrichosporon_21644397:Blastoschizomyces pseudotrichosporon
",1,a case
"Blastoschizomyces_pseudotrichosporon_23998082:Blastoschizomyces pseudotrichosporon
",1-10,two cases
"Blastoschizomyces_pseudotrichosporon_26500906:Blastoschizomyces pseudotrichosporon
",1,a case
"Blastoschizomyces_pseudotrichosporon_28124967:Blastoschizomyces pseudotrichosporon
",1-10,two
"Blastoschizomyces_pseudotrichosporon_28283014:Blastoschizomyces pseudotrichosporon
",1,A
"Blastoschizomyces_pseudotrichosporon_28409093:Blastoschizomyces pseudotrichosporon
",1,First case
"Blastoschizomyces_pseudotrichosporon_29198203:Blastoschizomyces pseudotrichosporon
",1,a case
"Blastoschizomyces_pseudotrichosporon_30294534:Blastoschizomyces pseudotrichosporon
",1,a patient with untreated chronic lymphocytic leukemia.ABSTRACT:Several cases
"Botryodiplodia_theobromae_18003802:Botryodiplodia theobromae
",1,a case
"Brachiola_algerae_22385431:Brachiola algerae
",1,a
"Brachiola_algerae_34391631:Brachiola algerae
",1,a
"Candida_africana_25924703:Candida africana
",none,individual cases
"Candida_africana_32817677:Candida africana
",10-100,41
"Candida_albicans_19190977:Candida albicans
",10-100,24
"Candida_albicans_19218113:Candida albicans
",>100,114 patients
"Candida_albicans_19527465:Candida albicans
",>100,120
"Candida_albicans_19959273:Candida albicans
",none,:
"Candida_albicans_20201343:Candida albicans
",10-100,Fifty
"Candida_albicans_21083745:Candida albicans
",>100,265
"Candida_albicans_21131742:Candida albicans
",>100,489
"Candida_albicans_21172126:Candida albicans
",>100,230
"Candida_albicans_21436007:Candida albicans
",1,a
"Candida_albicans_21459912:Candida albicans
",none,.
"Candida_albicans_21460353:Candida albicans
",1,a
"Candida_albicans_21500462:Candida albicans
",10-100,35
"Candida_albicans_21623036:Candida albicans
",>100,141
"Candida_albicans_22294141:Candida albicans
",1,a case
"Candida_albicans_22312879:Candida albicans
",>100,111
"Candida_albicans_22325401:Candida albicans
",1,a
"Candida_albicans_22751495:Candida albicans
",10-100,60
"Candida_albicans_23077867:Candida albicans
",>100,1527
"Candida_albicans_23154724:Candida albicans
",1,A
"Candida_albicans_23642118:Candida albicans
",none,:
"Candida_albicans_24325118:Candida albicans
",10-100,93
"Candida_albicans_24997586:Candida albicans
",1,A
"Candida_albicans_25081653:Candida albicans
",1-10,4
"Candida_albicans_25140768:Candida albicans
",10-100,94
"Candida_albicans_25240522:Candida albicans
",10-100,Eleven
"Candida_albicans_25351266:Candida albicans
",10-100,30
"Candida_albicans_25493353:Candida albicans
",1,A
"Candida_albicans_25598264:Candida albicans
",>100,300
"Candida_albicans_26876746:Candida albicans
",none,results
"Candida_albicans_28591237:Candida albicans
",1-10,8
"Candida_albicans_28877671:Candida albicans
",>100,198
"Candida_albicans_29051092:Candida albicans
",>100,176
"Candida_albicans_29324651:Candida albicans
",>100,1849
"Candida_albicans_29480879:Candida albicans
",1,A
"Candida_albicans_29578431:Candida albicans
",none,is
"Candida_albicans_30107073:Candida albicans
",>100,126
"Candida_albicans_31758642:Candida albicans
",10-100,58
"Candida_albicans_31814032:Candida albicans
",1,a
"Candida_albicans_31930074:Candida albicans
",>100,"186/269) were found C. albicans airway colonization, and 36.1% (97"
"Candida_albicans_32041540:Candida albicans
",>100,"134,637"
"Candida_albicans_32134016:Candida albicans
",>100,104
"Candida_albicans_32648836:Candida albicans
",>100,685
"Candida_albicans_32681527:Candida albicans
",10-100,23
"Candida_albicans_33259975:Candida albicans
",1-10,a child with X-linked CGD. While mortality was seen in 3
"Candida_albicans_33361878:Candida albicans
",1,A
"Candida_albicans_33590037:Candida albicans
",>100,343
"Candida_albicans_33599911:Candida albicans
",1-10,Two
"Candida_albicans_33889656:Candida albicans
",1-10,2
"Candida_albicans_33912342:Candida albicans
",1,Case
"Candida_albicans_33940134:Candida albicans
",>100,"142 patients with confirmed COVID-19 from Shanghai Public Health Clinical Center were collected, and 32"
"Candida_albicans_33950572:Candida albicans
",10-100,34
"Candida_albicans_34076373:Candida albicans
",>100,889
"Candida_albicans_34136573:Candida albicans
",10-100,70
"Candida_albicans_34136819:Candida albicans
",1-10,two
"Candida_albicans_34150344:Candida albicans
",1,a
"Candida_albicans_34218811:Candida albicans
",1-10,6
"Candida_albicans_34342488:Candida albicans
",10-100,40
"Candida_albicans_34356931:Candida albicans
",10-100,19
"Candida_albicans_34368903:Candida albicans
",1,a
"Candida_albicans_34379989:Candida albicans
",10-100,a retrospective cohort of severe and critical COVID-19 patients
"Candida_albicans_34381791:Candida albicans
",10-100,17
"Candida_albicans_34428666:Candida albicans
",10-100,90
"Candida_albicans_34555702:Candida albicans
",1,a
"Candida_albicans_34589223:Candida albicans
",1,A
"Candida_albicans_34666664:Candida albicans
",1,A
"Candida_albicans_34668768:Candida albicans
",>100,244
"Candida_albicans_34745396:Candida albicans
",10-100,Forty-eight
"Candida_albicans_34839862:Candida albicans
",10-100,24
"Candida_albicans_34992473:Candida albicans
",1,A
"Candida_auris_28779997:Candida auris
",10-100,Twenty
"Candida_auris_29941824:Candida auris
",>100,156
"Candida_auris_31471347:Candida auris
",1,A
"Candida_auris_32462100:Candida auris
",1,A
"Candida_auris_32681527:Candida auris
",10-100,23
"Candida_auris_34416810:Candida auris
",1,a
"Candida_auris_34666664:Candida auris
",1,A
"Candida_auris_34953089:Candida auris
",10-100,18
"Candida_auris_34969112:Candida auris
",none,.
"Candida_claussenii_11347262:Candida claussenii
",10-100,"1 for each), with gynaecological diagnoses (15"
"Candida_dubliniensis__16309351:Candida dubliniensis 
",1,a case
"Candida_dubliniensis__27342836:Candida dubliniensis 
",1,a
"Candida_dubliniensis__30976504:Candida dubliniensis 
",1,a case
"Candida_dubliniensis__31275675:Candida dubliniensis 
",1,a case
"Candida_dubliniensis__31920403:Candida dubliniensis 
",>100,100
"Candida_dubliniensis__32450290:Candida dubliniensis 
",>100,133
"Candida_dubliniensis__32724755:Candida dubliniensis 
",1,a
"Candida_dubliniensis__32960861:Candida dubliniensis 
",1,a
"Candida_dubliniensis__33889656:Candida dubliniensis 
",1-10,2
"Candida_dubliniensis__33984080:Candida dubliniensis 
",1,a case
"Candida_famata_15700847:Candida famata
",>100,307
"Candida_famata_30240817:Candida famata
",>100,126
"Candida_famata_33457028:Candida famata
",1,a case
"Candida_famata_34956824:Candida famata
",1,a
"Candida_fermentati_30681747:Candida fermentati
",10-100,42
"Candida_glabrata_10480011:Candida glabrata
",>100,217
"Candida_glabrata_10919584:Candida glabrata
",10-100,Fifty
"Candida_glabrata_116368:Candida glabrata
",1,A
"Candida_glabrata_12503936:Candida glabrata
",1,A
"Candida_glabrata_13381939:Candida glabrata
",none,:
"Candida_glabrata_1558684:Candida glabrata
",1,a
"Candida_glabrata_16357460:Candida glabrata
",1,A
"Candida_glabrata_16424420:Candida glabrata
",>100,803
"Candida_glabrata_1660108:Candida glabrata
",10-100,Forty
"Candida_glabrata_17131790:Candida glabrata
",10-100,Sixty
"Candida_glabrata_17454898:Candida glabrata
",1,a
"Candida_glabrata_17885950:Candida glabrata
",1,a
"Candida_glabrata_17957611:Candida glabrata
",1,a
"Candida_glabrata_1957105:Candida glabrata
",1,a
"Candida_glabrata_20367934:Candida glabrata
",10-100,37
"Candida_glabrata_20858999:Candida glabrata
",1-10,Four
"Candida_glabrata_21500462:Candida glabrata
",10-100,35
"Candida_glabrata_23298156:Candida glabrata
",>100,516
"Candida_glabrata_23589008:Candida glabrata
",1,a
"Candida_glabrata_23801184:Candida glabrata
",10-100,27
"Candida_glabrata_25138798:Candida glabrata
",none,transplantation patients.
"Candida_glabrata_25613052:Candida glabrata
",1,A
"Candida_glabrata_27821139:Candida glabrata
",1,An
"Candida_glabrata_27882253:Candida glabrata
",1,a
"Candida_glabrata_28384860:Candida glabrata
",10-100,71
"Candida_glabrata_28680340:Candida glabrata
",1,a
"Candida_glabrata_28762125:Candida glabrata
",none,:
"Candida_glabrata_28936955:Candida glabrata
",1-10,7 497 patients
"Candida_glabrata_29062248:Candida glabrata
",10-100,27
"Candida_glabrata_30116379:Candida glabrata
",10-100,88
"Candida_glabrata_30240817:Candida glabrata
",>100,126
"Candida_glabrata_30392321:Candida glabrata
",>100,425
"Candida_glabrata_31275675:Candida glabrata
",1,a case
"Candida_glabrata_31516828:Candida glabrata
",1,a case
"Candida_glabrata_31536801:Candida glabrata
",10-100,31
"Candida_glabrata_32164551:Candida glabrata
",1,a
"Candida_glabrata_32535876:Candida glabrata
",1,a
"Candida_glabrata_32724755:Candida glabrata
",1,a
"Candida_glabrata_33746045:Candida glabrata
",none,this
"Candida_glabrata_33889656:Candida glabrata
",1-10,2
"Candida_glabrata_34159054:Candida glabrata
",1,A
"Candida_glabrata_34218811:Candida glabrata
",1-10,6
"Candida_glabrata_34428666:Candida glabrata
",10-100,90
"Candida_glabrata_34660487:Candida glabrata
",>100,196
"Candida_glabrata_34685374:Candida glabrata
",10-100,34
"Candida_glabrata_3472265:Candida glabrata
",1-10,three
"Candida_glabrata_34853695:Candida glabrata
",1,a case
"Candida_glabrata_3581574:Candida glabrata
",1,A
"Candida_glabrata_6682251:Candida glabrata
",1,An
"Candida_glabrata_7188718:Candida glabrata
",1,A case
"Candida_glabrata_7918708:Candida glabrata
",1,an
"Candida_glabrata_8150966:Candida glabrata
",1-10,Three
"Candida_glabrata_9298048:Candida glabrata
",1-10,two
"Candida_glabrata_944464:Candida glabrata
",1,second case
"Candida_glabrata_9630334:Candida glabrata
",none,:Bacterial and fungal infections in pediatric BMT recipients
"Candida_glabrata_9656677:Candida glabrata
",1,A
"Candida_glabrata_9844226:Candida glabrata
",1,A patient
"Candida_guillermondii_8150966:Candida guillermondii
",1-10,Three
"Candida_haemulonii_26216479:Candida haemulonii
",10-100,34 392
"Candida_inconspicua_23855412:Candida inconspicua
",10-100,12 cases
"Candida_kefyr_16309351:Candida kefyr
",1,a case
"Candida_kefyr_33590981:Candida kefyr
",>100,1963
"Candida_krusei_10421038:Candida krusei
",10-100,32
"Candida_krusei_11347667:Candida krusei
",>100,104
"Candida_krusei_11394804:Candida krusei
",1,a case
"Candida_krusei_12519355:Candida krusei
",1,A
"Candida_krusei_12625110:Candida krusei
",1,a
"Candida_krusei_17885950:Candida krusei
",1,a
"Candida_krusei_18415841:Candida krusei
",1,A rare case
"Candida_krusei_19485782:Candida krusei
",1-10,seven
"Candida_krusei_20367934:Candida krusei
",10-100,37
"Candida_krusei_20809925:Candida krusei
",1,a
"Candida_krusei_21500462:Candida krusei
",10-100,35
"Candida_krusei_2540367:Candida krusei
",1-10,7
"Candida_krusei_28101187:Candida krusei
",1,a case
"Candida_krusei_29670781:Candida krusei
",1,a
"Candida_krusei_30170160:Candida krusei
",1-10,9
"Candida_krusei_31381532:Candida krusei
",>100,194
"Candida_krusei_3344407:Candida krusei
",10-100,12
"Candida_krusei_33644009:Candida krusei
",>100,179
"Candida_krusei_33889656:Candida krusei
",1-10,2
"Candida_krusei_3778147:Candida krusei
",1,A
"Candida_krusei_7691973:Candida krusei
",1,A
"Candida_krusei_8150966:Candida krusei
",1-10,Three
"Candida_lusitaniae_21864122:Candida lusitaniae
",1,a
"Candida_lusitaniae_30389707:Candida lusitaniae
",1,an
"Candida_lusitaniae_34242877:Candida lusitaniae
",1,a
"Candida_lusitaniae_8150966:Candida lusitaniae
",1-10,Three
"Candida_lusitaniae_8184239:Candida lusitaniae
",1,Case
"Candida_lusitaniae_9774603:Candida lusitaniae
",1,A
"Candida_metapsilosis_10919584:Candida metapsilosis
",10-100,Fifty
"Candida_metapsilosis_12132778:Candida metapsilosis
",>100,1917
"Candida_metapsilosis_12820917:Candida metapsilosis
",>100,149
"Candida_metapsilosis_17131790:Candida metapsilosis
",10-100,Sixty
"Candida_metapsilosis_17351938:Candida metapsilosis
",>100,122
"Candida_metapsilosis_18415841:Candida metapsilosis
",1,A rare case
"Candida_metapsilosis_20367934:Candida metapsilosis
",10-100,37
"Candida_metapsilosis_22399844:Candida metapsilosis
",10-100,13
"Candida_metapsilosis_23298156:Candida metapsilosis
",>100,516
"Candida_metapsilosis_2329845:Candida metapsilosis
",1-10,two
"Candida_metapsilosis_2540367:Candida metapsilosis
",1-10,7
"Candida_metapsilosis_27530787:Candida metapsilosis
",10-100,49
"Candida_metapsilosis_29062248:Candida metapsilosis
",10-100,27
"Candida_metapsilosis_29062249:Candida metapsilosis
",>100,324
"Candida_metapsilosis_30240817:Candida metapsilosis
",>100,126
"Candida_metapsilosis_32183842:Candida metapsilosis
",>100,125
"Candida_metapsilosis_32909234:Candida metapsilosis
",1,A
"Candida_metapsilosis_33889656:Candida metapsilosis
",1-10,2
"Candida_metapsilosis_33923992:Candida metapsilosis
",1,A
"Candida_metapsilosis_34150344:Candida metapsilosis
",1,a
"Candida_metapsilosis_34356931:Candida metapsilosis
",10-100,19
"Candida_metapsilosis_34394367:Candida metapsilosis
",10-100,26
"Candida_metapsilosis_34428666:Candida metapsilosis
",10-100,90
"Candida_metapsilosis_34458217:Candida metapsilosis
",>100,208
"Candida_metapsilosis_34526417:Candida metapsilosis
",1,a
"Candida_metapsilosis_34555702:Candida metapsilosis
",1,a
"Candida_metapsilosis_34972773:Candida metapsilosis
",1,a
"Candida_metapsilosis_3955777:Candida metapsilosis
",10-100,sixteen patients
"Candida_metapsilosis_401538:Candida metapsilosis
",1,a
"Candida_metapsilosis_7387534:Candida metapsilosis
",1,a
"Candida_metapsilosis_8150966:Candida metapsilosis
",1-10,Three
"Candida_metapsilosis_8778477:Candida metapsilosis
",1,A
"Candida_metapsilosis_9009626:Candida metapsilosis
",1,a
"Candida_norvegensis_21980850:Candida norvegensis
",1,a
"Candida_norvegensis_23855412:Candida norvegensis
",10-100,12 cases
"Candida_norvegensis_26221096:Candida norvegensis
",>100,100
"Candida_orthopsilosis_10919584:Candida orthopsilosis
",10-100,Fifty
"Candida_orthopsilosis_12132778:Candida orthopsilosis
",10-100,55
"Candida_orthopsilosis_12820917:Candida orthopsilosis
",>100,"149 patients with nosocomial fungal infections admitted in the PUMC hospital from Dec. 1981 to Nov. 2001, 67"
"Candida_orthopsilosis_17131790:Candida orthopsilosis
",10-100,Sixty
"Candida_orthopsilosis_17351938:Candida orthopsilosis
",>100,122
"Candida_orthopsilosis_18415841:Candida orthopsilosis
",1,A rare case
"Candida_orthopsilosis_20367934:Candida orthopsilosis
",10-100,37
"Candida_orthopsilosis_22399844:Candida orthopsilosis
",10-100,13
"Candida_orthopsilosis_23298156:Candida orthopsilosis
",>100,516
"Candida_orthopsilosis_2329845:Candida orthopsilosis
",1-10,two
"Candida_orthopsilosis_2540367:Candida orthopsilosis
",1-10,7
"Candida_orthopsilosis_27530787:Candida orthopsilosis
",10-100,49
"Candida_orthopsilosis_29062248:Candida orthopsilosis
",10-100,27
"Candida_orthopsilosis_29062249:Candida orthopsilosis
",>100,324
"Candida_orthopsilosis_30240817:Candida orthopsilosis
",>100,126
"Candida_orthopsilosis_32183842:Candida orthopsilosis
",>100,125
"Candida_orthopsilosis_32909234:Candida orthopsilosis
",1,A
"Candida_orthopsilosis_33889656:Candida orthopsilosis
",1-10,2
"Candida_orthopsilosis_33923992:Candida orthopsilosis
",1,A
"Candida_orthopsilosis_34150344:Candida orthopsilosis
",1,a
"Candida_orthopsilosis_34356931:Candida orthopsilosis
",10-100,19
"Candida_orthopsilosis_34428666:Candida orthopsilosis
",10-100,90
"Candida_orthopsilosis_34458217:Candida orthopsilosis
",>100,208
"Candida_orthopsilosis_34526417:Candida orthopsilosis
",1,a
"Candida_orthopsilosis_34555702:Candida orthopsilosis
",1,a
"Candida_orthopsilosis_34972773:Candida orthopsilosis
",1,a
"Candida_orthopsilosis_3955777:Candida orthopsilosis
",10-100,sixteen patients
"Candida_orthopsilosis_401538:Candida orthopsilosis
",1,a
"Candida_orthopsilosis_7387534:Candida orthopsilosis
",1,a
"Candida_orthopsilosis_8150966:Candida orthopsilosis
",1-10,Three
"Candida_orthopsilosis_8778477:Candida orthopsilosis
",1,A
"Candida_orthopsilosis_9009626:Candida orthopsilosis
",1,a
"Candida_parapsilosis_10919584:Candida parapsilosis
",10-100,Fifty
"Candida_parapsilosis_12132778:Candida parapsilosis
",>100,1917
"Candida_parapsilosis_12820917:Candida parapsilosis
",>100,149
"Candida_parapsilosis_17131790:Candida parapsilosis
",10-100,Sixty
"Candida_parapsilosis_17351938:Candida parapsilosis
",>100,122
"Candida_parapsilosis_18415841:Candida parapsilosis
",1,A rare case
"Candida_parapsilosis_20367934:Candida parapsilosis
",10-100,37
"Candida_parapsilosis_22399844:Candida parapsilosis
",10-100,13
"Candida_parapsilosis_23298156:Candida parapsilosis
",>100,516
"Candida_parapsilosis_2329845:Candida parapsilosis
",1-10,two
"Candida_parapsilosis_2540367:Candida parapsilosis
",1-10,7
"Candida_parapsilosis_27530787:Candida parapsilosis
",10-100,49
"Candida_parapsilosis_29062248:Candida parapsilosis
",10-100,27
"Candida_parapsilosis_29062249:Candida parapsilosis
",>100,324
"Candida_parapsilosis_30240817:Candida parapsilosis
",>100,126
"Candida_parapsilosis_32183842:Candida parapsilosis
",>100,125
"Candida_parapsilosis_32909234:Candida parapsilosis
",1,A
"Candida_parapsilosis_33889656:Candida parapsilosis
",1-10,2
"Candida_parapsilosis_33923992:Candida parapsilosis
",1,A
"Candida_parapsilosis_34150344:Candida parapsilosis
",1,a
"Candida_parapsilosis_34356931:Candida parapsilosis
",10-100,19
"Candida_parapsilosis_34394367:Candida parapsilosis
",10-100,26
"Candida_parapsilosis_34428666:Candida parapsilosis
",10-100,90
"Candida_parapsilosis_34458217:Candida parapsilosis
",>100,208
"Candida_parapsilosis_34526417:Candida parapsilosis
",1,a
"Candida_parapsilosis_34555702:Candida parapsilosis
",1,a
"Candida_parapsilosis_34972773:Candida parapsilosis
",1,a
"Candida_parapsilosis_3955777:Candida parapsilosis
",10-100,sixteen patients
"Candida_parapsilosis_401538:Candida parapsilosis
",1,a
"Candida_parapsilosis_7387534:Candida parapsilosis
",1,a
"Candida_parapsilosis_8150966:Candida parapsilosis
",1-10,Three
"Candida_parapsilosis_8778477:Candida parapsilosis
",1,A
"Candida_parapsilosis_9009626:Candida parapsilosis
",1,a
"Candida_pelliculosa_32854208:Candida pelliculosa
",1,a Pediatric Patient
"Candida_pelliculosa_33941745:Candida pelliculosa
",>100,669
"Candida_pseudotropicalis_6756138:Candida pseudotropicalis
",1-10,two patients
"Candida_pseudotropicalis_8150966:Candida pseudotropicalis
",1-10,Three
"Candida_slooffii_625343:Candida slooffii
",none,:
"Candida_stellatoidea_19190977:Candida stellatoidea
",10-100,24
"Candida_stellatoidea_19218113:Candida stellatoidea
",1-10,"50, 43.9%) and non-infected group (64"
"Candida_stellatoidea_19527465:Candida stellatoidea
",>100,120
"Candida_stellatoidea_19959273:Candida stellatoidea
",none,:
"Candida_stellatoidea_20201343:Candida stellatoidea
",10-100,Fifty-three
"Candida_stellatoidea_21083745:Candida stellatoidea
",>100,265
"Candida_stellatoidea_21131742:Candida stellatoidea
",>100,489
"Candida_stellatoidea_21172126:Candida stellatoidea
",>100,230
"Candida_stellatoidea_21436007:Candida stellatoidea
",1,a
"Candida_stellatoidea_21459912:Candida stellatoidea
",1,a
"Candida_stellatoidea_21460353:Candida stellatoidea
",1,a
