,num,num_origin
"Chryseobacterium_anthropib_26749346:Chryseobacterium anthropib
",none,:
"Chryseobacterium_anthropib_27185741:Chryseobacterium anthropib
",10-100,45
"Chryseobacterium_anthropib_27419074:Chryseobacterium anthropib
",1,A
"Chryseobacterium_anthropib_27514966:Chryseobacterium anthropib
",1,a case
"Chryseobacterium_anthropib_27795884:Chryseobacterium anthropib
",1,a rare infant case
"Chryseobacterium_anthropib_27879557:Chryseobacterium anthropib
",none,infant cases
"Chryseobacterium_anthropib_28242035:Chryseobacterium anthropib
",none,patients
"Chryseobacterium_anthropib_28652512:Chryseobacterium anthropib
",1,a
"Chryseobacterium_anthropib_28764164:Chryseobacterium anthropib
",1,a case
"Chryseobacterium_anthropib_28806281:Chryseobacterium anthropib
",1,a
"Chryseobacterium_anthropib_29188069:Chryseobacterium anthropib
",1,A
"Chryseobacterium_anthropib_29291642:Chryseobacterium anthropib
",10-100,35
"Chryseobacterium_anthropib_30111931:Chryseobacterium anthropib
",10-100,11
"Chryseobacterium_anthropib_30558140:Chryseobacterium anthropib
",1,an
"Chryseobacterium_anthropib_30869495:Chryseobacterium anthropib
",1,a
"Chryseobacterium_anthropib_31763048:Chryseobacterium anthropib
",10-100,Twelve
"Chryseobacterium_anthropib_32114590:Chryseobacterium anthropib
",1,A
"Chryseobacterium_anthropib_32114605:Chryseobacterium anthropib
",10-100,27
"Chryseobacterium_anthropib_9064486:Chryseobacterium anthropib
",1-10,6
"Chryseobacterium_anthropib_9892546:Chryseobacterium anthropib
",1,a
"Chryseobacterium_gleum_24410052:Chryseobacterium gleum
",1-10,three patients
"Chryseobacterium_gleum_27419074:Chryseobacterium gleum
",1,A
"Chryseobacterium_gleum_28890506:Chryseobacterium gleum
",1,a Diabetic Patient with Chronic Obstructive Pulmonary Disease: a Case
"Chryseobacterium_gleum_29188069:Chryseobacterium gleum
",1,A
"Chryseobacterium_gleum_32114590:Chryseobacterium gleum
",1,A
"Chryseobacterium_indologenes_17888603:Chryseobacterium indologenes
",1,a case
"Chryseobacterium_indologenes_21235776:Chryseobacterium indologenes
",1,a case
"Chryseobacterium_indologenes_23022462:Chryseobacterium indologenes
",>100,215 cases
"Chryseobacterium_indologenes_23890272:Chryseobacterium indologenes
",1,A
"Chryseobacterium_indologenes_24259621:Chryseobacterium indologenes
",1,a case
"Chryseobacterium_indologenes_25008832:Chryseobacterium indologenes
",1-10,Two cases
"Chryseobacterium_indologenes_25096711:Chryseobacterium indologenes
",1,A
"Chryseobacterium_indologenes_25249217:Chryseobacterium indologenes
",1,A
"Chryseobacterium_indologenes_25628903:Chryseobacterium indologenes
",1,an
"Chryseobacterium_indologenes_25953513:Chryseobacterium indologenes
",1-10,4
"Chryseobacterium_indologenes_25964232:Chryseobacterium indologenes
",none,:
"Chryseobacterium_indologenes_26435861:Chryseobacterium indologenes
",1,A Case
"Chryseobacterium_indologenes_26749346:Chryseobacterium indologenes
",none,:
"Chryseobacterium_indologenes_27514966:Chryseobacterium indologenes
",1,a case
"Chryseobacterium_indologenes_27795884:Chryseobacterium indologenes
",1,a rare infant case
"Chryseobacterium_indologenes_27879557:Chryseobacterium indologenes
",none,infant cases
"Chryseobacterium_indologenes_28242035:Chryseobacterium indologenes
",none,patients
"Chryseobacterium_indologenes_28652512:Chryseobacterium indologenes
",1,a case
"Chryseobacterium_indologenes_28764164:Chryseobacterium indologenes
",1,a case
"Chryseobacterium_indologenes_28806281:Chryseobacterium indologenes
",1,a
"Chryseobacterium_indologenes_30111931:Chryseobacterium indologenes
",10-100,11
"Chryseobacterium_indologenes_30558140:Chryseobacterium indologenes
",1,an
"Chryseobacterium_indologenes_31097896:Chryseobacterium indologenes
",1,a case
"Chryseobacterium_indologenes_31579226:Chryseobacterium indologenes
",1,a case
"Chryseobacterium_indologenes_31963877:Chryseobacterium indologenes
",none,:
"Citrobacter_freundii_11246310:Citrobacter freundii
",10-100,Twenty
"Citrobacter_freundii_1149508:Citrobacter freundii
",1,A
"Citrobacter_freundii_15032335:Citrobacter freundii
",>100,677
"Citrobacter_freundii_17540673:Citrobacter freundii
",10-100,20
"Citrobacter_freundii_17587073:Citrobacter freundii
",>100,493
"Citrobacter_freundii_19024645:Citrobacter freundii
",1-10,3
"Citrobacter_freundii_1915382:Citrobacter freundii
",10-100,65
"Citrobacter_freundii_1920813:Citrobacter freundii
",10-100,Fifty-two
"Citrobacter_freundii_24025503:Citrobacter freundii
",>100,1247
"Citrobacter_freundii_24162251:Citrobacter freundii
",>100,1065
"Citrobacter_freundii_24767163:Citrobacter freundii
",>100,201
"Citrobacter_freundii_2730730:Citrobacter freundii
",1,A
"Citrobacter_freundii_29147403:Citrobacter freundii
",>100,106
"Citrobacter_freundii_29175778:Citrobacter freundii
",10-100,60
"Citrobacter_freundii_3230869:Citrobacter freundii
",>100,115
"Citrobacter_freundii_32967718:Citrobacter freundii
",>100,150
"Citrobacter_freundii_33282654:Citrobacter freundii
",1,a
"Citrobacter_freundii_4001494:Citrobacter freundii
",1,an
"Citrobacter_freundii_7799554:Citrobacter freundii
",10-100,twelve
"Citrobacter_freundii_7815761:Citrobacter freundii
",1,An
"Citrobacter_freundii_8151148:Citrobacter freundii
",10-100,12
"Citrobacter_freundii_8766145:Citrobacter freundii
",1,a case
"Eikenella_corrodens_11446395:Eikenella corrodens
",1,a case
"Eikenella_corrodens_1321537:Eikenella corrodens
",1,A
"Eikenella_corrodens_1775853:Eikenella corrodens
",1,A case
"Eikenella_corrodens_2041665:Eikenella corrodens
",10-100,61
"Eikenella_corrodens_24240524:Eikenella corrodens
",1,a
"Eikenella_corrodens_27924179:Eikenella corrodens
",1,A
"Eikenella_corrodens_28258682:Eikenella corrodens
",1,a
"Eikenella_corrodens_29329519:Eikenella corrodens
",1,A
"Eikenella_corrodens_30340466:Eikenella corrodens
",1,A
"Eikenella_corrodens_3055099:Eikenella corrodens
",1,a
"Eikenella_corrodens_31151817:Eikenella corrodens
",1-10,9
"Eikenella_corrodens_31982291:Eikenella corrodens
",1,A case
"Eikenella_corrodens_32423417:Eikenella corrodens
",1,A
"Eikenella_corrodens_32805496:Eikenella corrodens
",1-10,three cases
"Eikenella_corrodens_32953336:Eikenella corrodens
",1,A Case
"Eikenella_corrodens_3523069:Eikenella corrodens
",none,:
"Eikenella_corrodens_369416:Eikenella corrodens
",1-10,7
"Eikenella_corrodens_6346729:Eikenella corrodens
",1,case
"Eikenella_corrodens_6360062:Eikenella corrodens
",1-10,Four cases
"Eikenella_corrodens_7015828:Eikenella corrodens
",1-10,Both
"Eikenella_corrodens_7811780:Eikenella corrodens
",1,a
"Eikenella_corrodens_8525335:Eikenella corrodens
",>100,105
"Eikenella_corrodens_8808479:Eikenella corrodens
",1,a
"Eikenella_corrodens_9236863:Eikenella corrodens
",1,An
"Elizabethkingia_meningoseptica_11247678:Elizabethkingia meningoseptica
",1-10,eight
"Elizabethkingia_meningoseptica_17888603:Elizabethkingia meningoseptica
",1,a case
"Elizabethkingia_meningoseptica_21235776:Elizabethkingia meningoseptica
",1,a case
"Elizabethkingia_meningoseptica_21461847:Elizabethkingia meningoseptica
",>100,118
"Elizabethkingia_meningoseptica_23022462:Elizabethkingia meningoseptica
",>100,215
"Elizabethkingia_meningoseptica_23679162:Elizabethkingia meningoseptica
",1,a case of a
"Elizabethkingia_meningoseptica_23890272:Elizabethkingia meningoseptica
",1,a case report.ABSTRACT:INTRODUCTION: We report the seventh case
"Elizabethkingia_meningoseptica_24259621:Elizabethkingia meningoseptica
",1,a
"Elizabethkingia_meningoseptica_24455635:Elizabethkingia meningoseptica
",10-100,29
"Elizabethkingia_meningoseptica_24698165:Elizabethkingia meningoseptica
",1,a case
"Elizabethkingia_meningoseptica_25096711:Elizabethkingia meningoseptica
",1,A
"Elizabethkingia_meningoseptica_25249217:Elizabethkingia meningoseptica
",1,A
"Elizabethkingia_meningoseptica_25628903:Elizabethkingia meningoseptica
",1,an
"Elizabethkingia_meningoseptica_25953513:Elizabethkingia meningoseptica
",1-10,4
"Elizabethkingia_meningoseptica_25964232:Elizabethkingia meningoseptica
",none,:
"Elizabethkingia_meningoseptica_26143049:Elizabethkingia meningoseptica
",1,a
"Elizabethkingia_meningoseptica_26200032:Elizabethkingia meningoseptica
",1,a patient
"Elizabethkingia_meningoseptica_26435861:Elizabethkingia meningoseptica
",1,A Case
"Elizabethkingia_meningoseptica_26749346:Elizabethkingia meningoseptica
",none,:
"Elizabethkingia_meningoseptica_27185741:Elizabethkingia meningoseptica
",10-100,45
"Elizabethkingia_meningoseptica_27419074:Elizabethkingia meningoseptica
",1,A
"Elizabethkingia_meningoseptica_27514966:Elizabethkingia meningoseptica
",1,a case of a noncatheter-related bacteraemia in a
"Elizabethkingia_meningoseptica_27795884:Elizabethkingia meningoseptica
",1,a rare infant case
"Elizabethkingia_meningoseptica_27879557:Elizabethkingia meningoseptica
",none,infant cases
"Elizabethkingia_meningoseptica_28242035:Elizabethkingia meningoseptica
",1-10,2
"Elizabethkingia_meningoseptica_28652512:Elizabethkingia meningoseptica
",1,a case
"Elizabethkingia_meningoseptica_28764164:Elizabethkingia meningoseptica
",1,a
"Elizabethkingia_meningoseptica_28806281:Elizabethkingia meningoseptica
",1,a
"Elizabethkingia_meningoseptica_29188069:Elizabethkingia meningoseptica
",1,A
"Elizabethkingia_meningoseptica_29291642:Elizabethkingia meningoseptica
",10-100,35
"Elizabethkingia_meningoseptica_30111931:Elizabethkingia meningoseptica
",10-100,11
"Elizabethkingia_meningoseptica_30558140:Elizabethkingia meningoseptica
",1,an
"Elizabethkingia_meningoseptica_30869495:Elizabethkingia meningoseptica
",1,a
"Elizabethkingia_meningoseptica_31763048:Elizabethkingia meningoseptica
",10-100,Twelve
"Elizabethkingia_meningoseptica_32114590:Elizabethkingia meningoseptica
",1,A
"Elizabethkingia_meningoseptica_32114605:Elizabethkingia meningoseptica
",10-100,27
"Elizabethkingia_meningoseptica_33258923:Elizabethkingia meningoseptica
",>100,108
"Elizabethkingia_meningoseptica_9064486:Elizabethkingia meningoseptica
",1-10,6
"Elizabethkingia_meningoseptica_9892546:Elizabethkingia meningoseptica
",1,a
"Enterobacter_aerogenes_12969288:Enterobacter aerogenes
",1,a
"Enterobacter_aerogenes_15509050:Enterobacter aerogenes
",none,:
"Enterobacter_aerogenes_15604082:Enterobacter aerogenes
",1,one case
"Enterobacter_aerogenes_1685495:Enterobacter aerogenes
",none,intensive
"Enterobacter_aerogenes_1734614:Enterobacter aerogenes
",none,:
"Enterobacter_aerogenes_18269335:Enterobacter aerogenes
",10-100,14 cases
"Enterobacter_aerogenes_18501015:Enterobacter aerogenes
",1,an
"Enterobacter_aerogenes_20061679:Enterobacter aerogenes
",none,:
"Enterobacter_aerogenes_20122817:Enterobacter aerogenes
",10-100,24
"Enterobacter_aerogenes_2125851:Enterobacter aerogenes
",10-100,58
"Enterobacter_aerogenes_2268866:Enterobacter aerogenes
",10-100,12 patients
"Enterobacter_aerogenes_23587705:Enterobacter aerogenes
",1,a
"Enterobacter_aerogenes_24059113:Enterobacter aerogenes
",>100,179
"Enterobacter_aerogenes_24115610:Enterobacter aerogenes
",10-100,20
"Enterobacter_aerogenes_24439468:Enterobacter aerogenes
",1-10,seven patients
"Enterobacter_aerogenes_2664249:Enterobacter aerogenes
",10-100,63
"Enterobacter_aerogenes_27765888:Enterobacter aerogenes
",>100,1292
"Enterobacter_aerogenes_27821248:Enterobacter aerogenes
",10-100,73
"Enterobacter_aerogenes_28642140:Enterobacter aerogenes
",1-10,Nine
"Enterobacter_aerogenes_29149019:Enterobacter aerogenes
",10-100,85
"Enterobacter_aerogenes_29164118:Enterobacter aerogenes
",>100,251
"Enterobacter_aerogenes_30733859:Enterobacter aerogenes
",>100,351
"Enterobacter_aerogenes_32494342:Enterobacter aerogenes
",10-100,85
"Enterobacter_aerogenes_3281615:Enterobacter aerogenes
",>100,195
"Enterobacter_aerogenes_32842384:Enterobacter aerogenes
",>100,286
"Enterobacter_aerogenes_33116675:Enterobacter aerogenes
",>100,120
"Enterobacter_aerogenes_4038577:Enterobacter aerogenes
",1,Twenty-one
"Enterobacter_aerogenes_9767884:Enterobacter aerogenes
",1,A
"Enterobacter_cloacae_10072803:Enterobacter cloacae
",10-100,58
"Enterobacter_cloacae_11456359:Enterobacter cloacae
",10-100,20
"Enterobacter_cloacae_12173126:Enterobacter cloacae
",1-10,6 patients
"Enterobacter_cloacae_15604082:Enterobacter cloacae
",1,one case
"Enterobacter_cloacae_15909174:Enterobacter cloacae
",10-100,34
"Enterobacter_cloacae_1685495:Enterobacter cloacae
",none,"this study isolates belonging to the family Enterobacteriaceae, prospectively obtained from intensive"
"Enterobacter_cloacae_17540673:Enterobacter cloacae
",10-100,10 cases
"Enterobacter_cloacae_18269335:Enterobacter cloacae
",10-100,14 cases
"Enterobacter_cloacae_18321204:Enterobacter cloacae
",1,a
"Enterobacter_cloacae_19099875:Enterobacter cloacae
",>100,187
"Enterobacter_cloacae_19141190:Enterobacter cloacae
",>100,100
"Enterobacter_cloacae_1999086:Enterobacter cloacae
",10-100,17
"Enterobacter_cloacae_20070583:Enterobacter cloacae
",1,a case
"Enterobacter_cloacae_20201347:Enterobacter cloacae
",none,her
"Enterobacter_cloacae_20297900:Enterobacter cloacae
",1,A retrospective
"Enterobacter_cloacae_20826324:Enterobacter cloacae
",10-100,46
"Enterobacter_cloacae_21370657:Enterobacter cloacae
",1,An
"Enterobacter_cloacae_21482572:Enterobacter cloacae
",10-100,55
"Enterobacter_cloacae_21847518:Enterobacter cloacae
",1-10,Two
"Enterobacter_cloacae_22009561:Enterobacter cloacae
",>100,115
"Enterobacter_cloacae_2275197:Enterobacter cloacae
",10-100,13 cases
"Enterobacter_cloacae_23146522:Enterobacter cloacae
",1,A
"Enterobacter_cloacae_23234773:Enterobacter cloacae
",1-10,Four
"Enterobacter_cloacae_23411624:Enterobacter cloacae
",>100,910
"Enterobacter_cloacae_23543389:Enterobacter cloacae
",1-10,nine patients
"Enterobacter_cloacae_23564195:Enterobacter cloacae
",>100,279
"Enterobacter_cloacae_23587705:Enterobacter cloacae
",1,a
"Enterobacter_cloacae_23668457:Enterobacter cloacae
",1,a
"Enterobacter_cloacae_2367404:Enterobacter cloacae
",10-100,32
"Enterobacter_cloacae_24059113:Enterobacter cloacae
",>100,179
"Enterobacter_cloacae_24239065:Enterobacter cloacae
",>100,323
"Enterobacter_cloacae_24767163:Enterobacter cloacae
",>100,201
"Enterobacter_cloacae_25572932:Enterobacter cloacae
",1-10,2
"Enterobacter_cloacae_25598264:Enterobacter cloacae
",>100,300
"Enterobacter_cloacae_26999356:Enterobacter cloacae
",10-100,55
"Enterobacter_cloacae_27197104:Enterobacter cloacae
",>100,1079
"Enterobacter_cloacae_27773623:Enterobacter cloacae
",>100,287
"Enterobacter_cloacae_27911257:Enterobacter cloacae
",1-10,three
"Enterobacter_cloacae_28881886:Enterobacter cloacae
",>100,163
"Enterobacter_cloacae_2896734:Enterobacter cloacae
",10-100,58
"Enterobacter_cloacae_29149019:Enterobacter cloacae
",10-100,85
"Enterobacter_cloacae_29175778:Enterobacter cloacae
",10-100,60
"Enterobacter_cloacae_29342994:Enterobacter cloacae
",10-100,56
"Enterobacter_cloacae_29343795:Enterobacter cloacae
",>100,606
"Enterobacter_cloacae_29571291:Enterobacter cloacae
",1-10,four cases
"Enterobacter_cloacae_30560023:Enterobacter cloacae
",1,A
"Enterobacter_cloacae_30697611:Enterobacter cloacae
",>100,293
"Enterobacter_cloacae_30976388:Enterobacter cloacae
",10-100,32
"Enterobacter_cloacae_32603803:Enterobacter cloacae
",>100,836
"Enterobacter_cloacae_33116675:Enterobacter cloacae
",>100,120
"Enterobacter_cloacae_33202023:Enterobacter cloacae
",10-100,31
"Enterobacter_cloacae_3406788:Enterobacter cloacae
",1,a
"Enterobacter_cloacae_3655101:Enterobacter cloacae
",1-10,Two cases
"Enterobacter_cloacae_3729174:Enterobacter cloacae
",1-10,Five
"Enterobacter_cloacae_3896741:Enterobacter cloacae
",10-100,27
"Enterobacter_cloacae_4073097:Enterobacter cloacae
",1-10,seven
"Enterobacter_cloacae_6352619:Enterobacter cloacae
",10-100,32
"Enterobacter_cloacae_7570975:Enterobacter cloacae
",1-10,seven
"Enterobacter_cloacae_7819699:Enterobacter cloacae
",1,a case
"Enterobacter_cloacae_8399893:Enterobacter cloacae
",none,:
"Enterobacter_cloacae_9656677:Enterobacter cloacae
",1,A
"Enterobacter_cloacae_9730200:Enterobacter cloacae
",10-100,41
"Escherichia_coli_29324651:Escherichia coli
",>100,1849
"Escherichia_coli_29343795:Escherichia coli
",>100,606
"Escherichia_coli_29379992:Escherichia coli
",none,patients
"Escherichia_coli_29571291:Escherichia coli
",1-10,four cases
"Escherichia_coli_29691645:Escherichia coli
",>100,318
"Escherichia_coli_29713464:Escherichia coli
",1,An observational case
"Escherichia_coli_29915122:Escherichia coli
",>100,7968 patients
"Escherichia_coli_30027805:Escherichia coli
",>100,391
"Escherichia_coli_30060117:Escherichia coli
",10-100,75
"Escherichia_coli_30882313:Escherichia coli
",1,a
"Escherichia_coli_31408445:Escherichia coli
",10-100,59
"Escherichia_coli_32041540:Escherichia coli
",>100,"134,637"
"Escherichia_coli_32172261:Escherichia coli
",>100,154
"Escherichia_coli_32648511:Escherichia coli
",1,A
"Escherichia_coli_32670709:Escherichia coli
",1,a case
"Escherichia_coli_32697323:Escherichia coli
",>100,161
"Escherichia_coli_32712107:Escherichia coli
",>100,210
"Escherichia_coli_32724755:Escherichia coli
",1,a
"Escherichia_coli_32775174:Escherichia coli
",>100,353
"Escherichia_coli_32842384:Escherichia coli
",>100,286
"Escherichia_coli_32844090:Escherichia coli
",10-100,32
"Escherichia_coli_32922798:Escherichia coli
",1,A
"Escherichia_coli_32942817:Escherichia coli
",>100,1935 episodes of BSIs in the 1478
"Escherichia_coli_32967718:Escherichia coli
",>100,150
"Escherichia_coli_33298760:Escherichia coli
",>100,117
"Escherichia_coli_33341484:Escherichia coli
",1-10,seven patients
"Escherichia_coli_33364792:Escherichia coli
",10-100,53
"Escherichia_coli_33379842:Escherichia coli
",>100,831
"Escherichia_coli_33420122:Escherichia coli
",>100,396
"Francisella_hispanensis_10396090:Francisella hispanensis
",10-100,[49 Year-old woman
"Francisella_hispanensis_10795596:Francisella hispanensis
",1-10,five cases
"Francisella_hispanensis_11387843:Francisella hispanensis
",1-10,three cases
"Francisella_hispanensis_11757506:Francisella hispanensis
",10-100,15
"Francisella_hispanensis_12741082:Francisella hispanensis
",1,a case
"Francisella_hispanensis_12791928:Francisella hispanensis
",1,an
"Francisella_hispanensis_16669925:Francisella hispanensis
",none,health
"Francisella_hispanensis_17628200:Francisella hispanensis
",1,a
"Francisella_hispanensis_18159552:Francisella hispanensis
",1,A case
"Francisella_hispanensis_1955701:Francisella hispanensis
",none,article
"Francisella_hispanensis_20522628:Francisella hispanensis
",1,case
"Francisella_hispanensis_21816564:Francisella hispanensis
",1,a
"Francisella_hispanensis_22005344:Francisella hispanensis
",1,a case
"Francisella_hispanensis_2237578:Francisella hispanensis
",1,A
"Francisella_hispanensis_22639311:Francisella hispanensis
",10-100,40
"Francisella_hispanensis_23647853:Francisella hispanensis
",1,a case
"Francisella_hispanensis_23903544:Francisella hispanensis
",1,a case
"Francisella_hispanensis_23912874:Francisella hispanensis
",1-10,two cases
"Francisella_hispanensis_24595710:Francisella hispanensis
",1,A
"Francisella_hispanensis_24655540:Francisella hispanensis
",1-10,two
"Francisella_hispanensis_25413334:Francisella hispanensis
",none,:
"Francisella_hispanensis_26400786:Francisella hispanensis
",1,a case
"Francisella_hispanensis_26576185:Francisella hispanensis
",1,a
"Francisella_hispanensis_26621335:Francisella hispanensis
",1,A
"Francisella_hispanensis_27175638:Francisella hispanensis
",1,a
"Francisella_hispanensis_28618894:Francisella hispanensis
",10-100,58
"Francisella_hispanensis_28813752:Francisella hispanensis
",1,an
"Francisella_hispanensis_32989563:Francisella hispanensis
",none,:
"Francisella_hispanensis_3702338:Francisella hispanensis
",1,An
"Francisella_hispanensis_573806:Francisella hispanensis
",1-10,three
"Francisella_hispanensis_6612398:Francisella hispanensis
",1,A
"Francisella_hispanensis_9097380:Francisella hispanensis
",>100,200 cases
"Francisella_hispanensis_9314451:Francisella hispanensis
",1,a
"Francisella_tularensis_10396090:Francisella tularensis
",10-100,[49 Year-old woman
"Francisella_tularensis_10795596:Francisella tularensis
",1-10,five cases
"Francisella_tularensis_11387843:Francisella tularensis
",1-10,three cases
"Francisella_tularensis_11757506:Francisella tularensis
",10-100,15
"Francisella_tularensis_12608453:Francisella tularensis
",none,cases
"Francisella_tularensis_12741082:Francisella tularensis
",1,a case
"Francisella_tularensis_12791928:Francisella tularensis
",1,an
"Francisella_tularensis_16669925:Francisella tularensis
",none,health
"Francisella_tularensis_17628200:Francisella tularensis
",1,a
"Francisella_tularensis_18159552:Francisella tularensis
",1,A case
"Francisella_tularensis_1955701:Francisella tularensis
",none,article
"Francisella_tularensis_20522628:Francisella tularensis
",1,case
"Francisella_tularensis_21816564:Francisella tularensis
",1,a
"Francisella_tularensis_22005344:Francisella tularensis
",1,a case
"Francisella_tularensis_2237578:Francisella tularensis
",1,A
"Francisella_tularensis_22639311:Francisella tularensis
",10-100,40
"Francisella_tularensis_23647853:Francisella tularensis
",1,a case
"Francisella_tularensis_23903544:Francisella tularensis
",1,a case
"Francisella_tularensis_23912874:Francisella tularensis
",1-10,two cases
"Francisella_tularensis_24595710:Francisella tularensis
",1,A
"Francisella_tularensis_24655540:Francisella tularensis
",1-10,two
"Francisella_tularensis_25413334:Francisella tularensis
",none,:
"Francisella_tularensis_26576185:Francisella tularensis
",1,a
"Francisella_tularensis_26621335:Francisella tularensis
",1,A
"Francisella_tularensis_27175638:Francisella tularensis
",1,a
"Francisella_tularensis_28580063:Francisella tularensis
",1,a
"Francisella_tularensis_28618894:Francisella tularensis
",10-100,58
"Francisella_tularensis_28813752:Francisella tularensis
",1,an
"Francisella_tularensis_32380974:Francisella tularensis
",1,A
"Francisella_tularensis_32670793:Francisella tularensis
",1-10,two cases
"Francisella_tularensis_32989563:Francisella tularensis
",none,:
"Francisella_tularensis_3702338:Francisella tularensis
",1,An
"Francisella_tularensis_573806:Francisella tularensis
",1-10,three
"Francisella_tularensis_6612398:Francisella tularensis
",1,A
"Francisella_tularensis_9097380:Francisella tularensis
",>100,200 cases
"Francisella_tularensis_9314451:Francisella tularensis
",1,a
"Haemophilus_aegyptius_1820627:Haemophilus aegyptius
",10-100,14
"Haemophilus_aegyptius_302264:Haemophilus aegyptius
",1,a
"Haemophilus_aphrophilus_22622257:Haemophilus aphrophilus
",1,a case
"Haemophilus_aphrophilus_22875690:Haemophilus aphrophilus
",1,A
"Haemophilus_aphrophilus_25751682:Haemophilus aphrophilus
",1,a
"Haemophilus_aphrophilus_26380332:Haemophilus aphrophilus
",1,a case
"Haemophilus_aphrophilus_27524544:Haemophilus aphrophilus
",1,a case
"Haemophilus_aphrophilus_3668271:Haemophilus aphrophilus
",1,A
"Haemophilus_aphrophilus_4059872:Haemophilus aphrophilus
",1,a
"Haemophilus_haemolyticus_17152011:Haemophilus haemolyticus
",none,adults
"Haemophilus_haemolyticus_22470516:Haemophilus haemolyticus
",10-100,Sixty
"Haemophilus_haemolyticus_23564195:Haemophilus haemolyticus
",>100,279
"Haemophilus_haemolyticus_24883195:Haemophilus haemolyticus
",10-100,77
"Haemophilus_haemolyticus_25266675:Haemophilus haemolyticus
",1-10,7
"Haemophilus_haemolyticus_25883794:Haemophilus haemolyticus
",none,sequencing
"Haemophilus_haemolyticus_26472767:Haemophilus haemolyticus
",10-100,69
"Haemophilus_haemolyticus_29784027:Haemophilus haemolyticus
",1,a
"Haemophilus_haemolyticus_31171614:Haemophilus haemolyticus
",1,a
"Haemophilus_haemolyticus_31221642:Haemophilus haemolyticus
",none,we
"Haemophilus_haemolyticus_31578259:Haemophilus haemolyticus
",1-10,seven
"Haemophilus_haemolyticus_32404483:Haemophilus haemolyticus
",1-10,3
"Haemophilus_influenzae_28899468:Haemophilus influenzae
",>100,522
"Haemophilus_influenzae_28922613:Haemophilus influenzae
",10-100,48
"Haemophilus_influenzae_29049002:Haemophilus influenzae
",10-100,25
"Haemophilus_influenzae_29120150:Haemophilus influenzae
",none,Thegoal
"Haemophilus_influenzae_29138549:Haemophilus influenzae
",10-100,Thirty
"Haemophilus_influenzae_29153416:Haemophilus influenzae
",>100,147
"Haemophilus_influenzae_29158121:Haemophilus influenzae
",10-100,38
"Haemophilus_influenzae_29263651:Haemophilus influenzae
",none,:
"Haemophilus_influenzae_29285648:Haemophilus influenzae
",none,results
"Haemophilus_influenzae_29447989:Haemophilus influenzae
",>100,310
"Haemophilus_influenzae_29549211:Haemophilus influenzae
",1,a case
"Haemophilus_influenzae_29926438:Haemophilus influenzae
",1,a
"Haemophilus_influenzae_29961165:Haemophilus influenzae
",>100,481
"Haemophilus_influenzae_29970200:Haemophilus influenzae
",>100,396
"Haemophilus_influenzae_29989532:Haemophilus influenzae
",1,a patient
"Haemophilus_influenzae_30145098:Haemophilus influenzae
",10-100,47
"Haemophilus_influenzae_30178647:Haemophilus influenzae
",>100,"1,664"
"Haemophilus_influenzae_30182916:Haemophilus influenzae
",1-10,two
"Haemophilus_influenzae_30234676:Haemophilus influenzae
",>100,304
"Haemophilus_influenzae_30382022:Haemophilus influenzae
",10-100,78
"Haemophilus_influenzae_30550945:Haemophilus influenzae
",>100,535
"Haemophilus_influenzae_30787368:Haemophilus influenzae
",10-100,77
"Haemophilus_influenzae_31027929:Haemophilus influenzae
",>100,424
"Haemophilus_influenzae_31077143:Haemophilus influenzae
",10-100,20 articles were included in the present meta-analysis. The studies included yielded 5619 patients
"Haemophilus_influenzae_31205057:Haemophilus influenzae
",10-100,57
"Haemophilus_influenzae_31257127:Haemophilus influenzae
",10-100,42
"Haemophilus_influenzae_31352743:Haemophilus influenzae
",10-100,84
"Haemophilus_influenzae_31404620:Haemophilus influenzae
",1,a
"Haemophilus_influenzae_31416647:Haemophilus influenzae
",10-100,52
"Haemophilus_influenzae_31422032:Haemophilus influenzae
",1,An
"Haemophilus_influenzae_31453804:Haemophilus influenzae
",>100,243
"Haemophilus_influenzae_31653527:Haemophilus influenzae
",1,A
"Haemophilus_influenzae_31858115:Haemophilus influenzae
",10-100,51
"Haemophilus_influenzae_31982627:Haemophilus influenzae
",>100,109
"Haemophilus_influenzae_32027810:Haemophilus influenzae
",1-10,8
"Haemophilus_influenzae_32059033:Haemophilus influenzae
",1-10,Three hundred
"Haemophilus_influenzae_32070324:Haemophilus influenzae
",10-100,84
"Haemophilus_influenzae_32195602:Haemophilus influenzae
",1,a
"Haemophilus_influenzae_32197798:Haemophilus influenzae
",>100,181
"Haemophilus_influenzae_32215324:Haemophilus influenzae
",10-100,45
"Haemophilus_influenzae_32219584:Haemophilus influenzae
",>100,342
"Haemophilus_influenzae_32273315:Haemophilus influenzae
",none,design and
"Haemophilus_influenzae_32299523:Haemophilus influenzae
",none,:
"Haemophilus_influenzae_32340078:Haemophilus influenzae
",>100,238
"Haemophilus_influenzae_32381620:Haemophilus influenzae
",1,a patient
"Haemophilus_influenzae_32408156:Haemophilus influenzae
",>100,257
"Haemophilus_influenzae_32473235:Haemophilus influenzae
",10-100,Thirty
"Haemophilus_influenzae_32497137:Haemophilus influenzae
",10-100,32
"Haemophilus_influenzae_32565151:Haemophilus influenzae
",>100,1062
"Haemophilus_influenzae_32574099:Haemophilus influenzae
",none,:
"Haemophilus_influenzae_32579285:Haemophilus influenzae
",>100,685
"Haemophilus_influenzae_32589094:Haemophilus influenzae
",>100,1121
"Haemophilus_influenzae_32606812:Haemophilus influenzae
",>100,149
