,age,age_origin
"Chryseobacterium_anthropib_31763048:Chryseobacterium anthropib
",none,female
"Chryseobacterium_anthropib_32114590:Chryseobacterium anthropib
",17-65岁,61-year-old
"Chryseobacterium_anthropib_32114605:Chryseobacterium anthropib
",17-65岁,35
"Chryseobacterium_anthropib_9064486:Chryseobacterium anthropib
",17-65岁,58
"Chryseobacterium_anthropib_9892546:Chryseobacterium anthropib
",1-17岁,child
"Chryseobacterium_gleum_24410052:Chryseobacterium gleum
",1-17岁,three
"Chryseobacterium_gleum_27419074:Chryseobacterium gleum
",1岁以下,6 month old
"Chryseobacterium_gleum_28890506:Chryseobacterium gleum
",none,Diabetic
"Chryseobacterium_gleum_29188069:Chryseobacterium gleum
",17-65岁,62 years old
"Chryseobacterium_gleum_32114590:Chryseobacterium gleum
",17-65岁,61-year-old
"Chryseobacterium_indologenes_17888603:Chryseobacterium indologenes
",none,damp
"Chryseobacterium_indologenes_21235776:Chryseobacterium indologenes
",none,full
"Chryseobacterium_indologenes_23022462:Chryseobacterium indologenes
",none,we
"Chryseobacterium_indologenes_23890272:Chryseobacterium indologenes
",17-65岁,32-year-old
"Chryseobacterium_indologenes_24259621:Chryseobacterium indologenes
",>65岁,66-year-old
"Chryseobacterium_indologenes_25008832:Chryseobacterium indologenes
",none,a
"Chryseobacterium_indologenes_25096711:Chryseobacterium indologenes
",17-65岁,51-year-old
"Chryseobacterium_indologenes_25249217:Chryseobacterium indologenes
",17-65岁,42-year-old
"Chryseobacterium_indologenes_25628903:Chryseobacterium indologenes
",>65岁,82-year-old
"Chryseobacterium_indologenes_25953513:Chryseobacterium indologenes
",1-17岁,4
"Chryseobacterium_indologenes_25964232:Chryseobacterium indologenes
",none,:
"Chryseobacterium_indologenes_26435861:Chryseobacterium indologenes
",none,Patient
"Chryseobacterium_indologenes_26749346:Chryseobacterium indologenes
",none,:
"Chryseobacterium_indologenes_27514966:Chryseobacterium indologenes
",17-65岁,22-year-old
"Chryseobacterium_indologenes_27795884:Chryseobacterium indologenes
",1岁以下,infant
"Chryseobacterium_indologenes_27879557:Chryseobacterium indologenes
",1岁以下,infant
"Chryseobacterium_indologenes_28242035:Chryseobacterium indologenes
",1-17岁,five
"Chryseobacterium_indologenes_28652512:Chryseobacterium indologenes
",>65岁,69-year-old
"Chryseobacterium_indologenes_28764164:Chryseobacterium indologenes
",1岁以下,three-month-old
"Chryseobacterium_indologenes_28806281:Chryseobacterium indologenes
",1岁以下,neonatal
"Chryseobacterium_indologenes_30111931:Chryseobacterium indologenes
",none,patients
"Chryseobacterium_indologenes_30558140:Chryseobacterium indologenes
",none,preterm
"Chryseobacterium_indologenes_31097896:Chryseobacterium indologenes
",17-65岁,59 year old
"Chryseobacterium_indologenes_31579226:Chryseobacterium indologenes
",none,a
"Citrobacter_freundii_11246310:Citrobacter freundii
",17-65岁,41
"Citrobacter_freundii_1149508:Citrobacter freundii
",none,patient
"Citrobacter_freundii_15032335:Citrobacter freundii
",17-65岁,51
"Citrobacter_freundii_17540673:Citrobacter freundii
",17-65岁,20
"Citrobacter_freundii_17587073:Citrobacter freundii
",none,Asan
"Citrobacter_freundii_19024645:Citrobacter freundii
",17-65岁,34 participating institutions
"Citrobacter_freundii_1915382:Citrobacter freundii
",1-17岁,16
"Citrobacter_freundii_1920813:Citrobacter freundii
",1-17岁,two
"Citrobacter_freundii_24025503:Citrobacter freundii
",>65岁,178
"Citrobacter_freundii_24162251:Citrobacter freundii
",>65岁,1065
"Citrobacter_freundii_24767163:Citrobacter freundii
",1-17岁,11
"Citrobacter_freundii_2730730:Citrobacter freundii
",17-65岁,26
"Citrobacter_freundii_29147403:Citrobacter freundii
",17-65岁,adult
"Citrobacter_freundii_3230869:Citrobacter freundii
",>65岁,1300
"Citrobacter_freundii_32967718:Citrobacter freundii
",none,and
"Citrobacter_freundii_33282654:Citrobacter freundii
",none,10yr old
"Citrobacter_freundii_4001494:Citrobacter freundii
",none,.
"Citrobacter_freundii_7799554:Citrobacter freundii
",>65岁,75
"Citrobacter_freundii_7815761:Citrobacter freundii
",>65岁,80-year-old
"Citrobacter_freundii_8151148:Citrobacter freundii
",>65岁,73
"Citrobacter_freundii_8766145:Citrobacter freundii
",none,diabetic
"Eikenella_corrodens_11446395:Eikenella corrodens
",17-65岁,50
"Eikenella_corrodens_1321537:Eikenella corrodens
",17-65岁,52-year-old
"Eikenella_corrodens_1775853:Eikenella corrodens
",17-65岁,14 or greater than or equal to 44
"Eikenella_corrodens_2041665:Eikenella corrodens
",17-65岁,0 to 18
"Eikenella_corrodens_24240524:Eikenella corrodens
",17-65岁,29-year-old
"Eikenella_corrodens_27924179:Eikenella corrodens
",>65岁,65-year-old
"Eikenella_corrodens_28258682:Eikenella corrodens
",17-65岁,27-year-old
"Eikenella_corrodens_29329519:Eikenella corrodens
",17-65岁,49-year-old
"Eikenella_corrodens_30340466:Eikenella corrodens
",17-65岁,44-year-old
"Eikenella_corrodens_3055099:Eikenella corrodens
",17-65岁,39 years old
"Eikenella_corrodens_31151817:Eikenella corrodens
",1-17岁,Six
"Eikenella_corrodens_31982291:Eikenella corrodens
",none,.
"Eikenella_corrodens_32423417:Eikenella corrodens
",>65岁,66-year-old
"Eikenella_corrodens_32805496:Eikenella corrodens
",1-17岁,children
"Eikenella_corrodens_32953336:Eikenella corrodens
",17-65岁,20
"Eikenella_corrodens_3523069:Eikenella corrodens
",none,:
"Eikenella_corrodens_369416:Eikenella corrodens
",1-17岁,7
"Eikenella_corrodens_6346729:Eikenella corrodens
",none,report
"Eikenella_corrodens_6360062:Eikenella corrodens
",17-65岁,adult
"Eikenella_corrodens_7015828:Eikenella corrodens
",none,Both
"Eikenella_corrodens_7811780:Eikenella corrodens
",none,.
"Eikenella_corrodens_8525335:Eikenella corrodens
",17-65岁,105 patients recognized (mortality 52
"Eikenella_corrodens_8808479:Eikenella corrodens
",1-17岁,14-year-old
"Eikenella_corrodens_9236863:Eikenella corrodens
",17-65岁,18-year-old
"Elizabethkingia_meningoseptica_11247678:Elizabethkingia meningoseptica
",none,neonates
"Elizabethkingia_meningoseptica_21235776:Elizabethkingia meningoseptica
",none,full
"Elizabethkingia_meningoseptica_21461847:Elizabethkingia meningoseptica
",>65岁,118
"Elizabethkingia_meningoseptica_23022462:Elizabethkingia meningoseptica
",none,we
"Elizabethkingia_meningoseptica_23679162:Elizabethkingia meningoseptica
",1-17岁,3 year-old
"Elizabethkingia_meningoseptica_23890272:Elizabethkingia meningoseptica
",17-65岁,32-year-old
"Elizabethkingia_meningoseptica_24259621:Elizabethkingia meningoseptica
",>65岁,66-year-old
"Elizabethkingia_meningoseptica_24455635:Elizabethkingia meningoseptica
",17-65岁,48
"Elizabethkingia_meningoseptica_24698165:Elizabethkingia meningoseptica
",none,a
"Elizabethkingia_meningoseptica_25096711:Elizabethkingia meningoseptica
",17-65岁,51-year-old
"Elizabethkingia_meningoseptica_25249217:Elizabethkingia meningoseptica
",17-65岁,42-year-old
"Elizabethkingia_meningoseptica_25628903:Elizabethkingia meningoseptica
",>65岁,82-year-old
"Elizabethkingia_meningoseptica_25953513:Elizabethkingia meningoseptica
",1-17岁,4
"Elizabethkingia_meningoseptica_25964232:Elizabethkingia meningoseptica
",none,.
"Elizabethkingia_meningoseptica_26143049:Elizabethkingia meningoseptica
",>65岁,78 year-old
"Elizabethkingia_meningoseptica_26200032:Elizabethkingia meningoseptica
",none,.
"Elizabethkingia_meningoseptica_26435861:Elizabethkingia meningoseptica
",none,Patient
"Elizabethkingia_meningoseptica_26749346:Elizabethkingia meningoseptica
",none,.
"Elizabethkingia_meningoseptica_27185741:Elizabethkingia meningoseptica
",1-17岁,five regional
"Elizabethkingia_meningoseptica_27419074:Elizabethkingia meningoseptica
",1岁以下,6 month old
"Elizabethkingia_meningoseptica_27514966:Elizabethkingia meningoseptica
",17-65岁,22-year-old
"Elizabethkingia_meningoseptica_27795884:Elizabethkingia meningoseptica
",none,life
"Elizabethkingia_meningoseptica_27879557:Elizabethkingia meningoseptica
",1岁以下,infant
"Elizabethkingia_meningoseptica_28242035:Elizabethkingia meningoseptica
",1-17岁,five
"Elizabethkingia_meningoseptica_28652512:Elizabethkingia meningoseptica
",>65岁,69-year-old
"Elizabethkingia_meningoseptica_28764164:Elizabethkingia meningoseptica
",1岁以下,three-month-old
"Elizabethkingia_meningoseptica_28806281:Elizabethkingia meningoseptica
",1岁以下,neonatal
"Elizabethkingia_meningoseptica_29188069:Elizabethkingia meningoseptica
",17-65岁,62 years old
"Elizabethkingia_meningoseptica_29291642:Elizabethkingia meningoseptica
",none,Semmelweis
"Elizabethkingia_meningoseptica_30111931:Elizabethkingia meningoseptica
",none,patients
"Elizabethkingia_meningoseptica_30558140:Elizabethkingia meningoseptica
",none,preterm
"Elizabethkingia_meningoseptica_30869495:Elizabethkingia meningoseptica
",1-17岁,4-year-old
"Elizabethkingia_meningoseptica_31763048:Elizabethkingia meningoseptica
",1-17岁,male and four female
"Elizabethkingia_meningoseptica_32114590:Elizabethkingia meningoseptica
",17-65岁,61-year-old
"Elizabethkingia_meningoseptica_32114605:Elizabethkingia meningoseptica
",17-65岁,35
"Elizabethkingia_meningoseptica_33258923:Elizabethkingia meningoseptica
",>65岁,elderly
"Elizabethkingia_meningoseptica_9064486:Elizabethkingia meningoseptica
",17-65岁,58
"Elizabethkingia_meningoseptica_9892546:Elizabethkingia meningoseptica
",1-17岁,child
"Enterobacter_aerogenes_12969288:Enterobacter aerogenes
",none,suffering
"Enterobacter_aerogenes_15509050:Enterobacter aerogenes
",none,:
"Enterobacter_aerogenes_15604082:Enterobacter aerogenes
",none,patients
"Enterobacter_aerogenes_1734614:Enterobacter aerogenes
",none,.
"Enterobacter_aerogenes_18269335:Enterobacter aerogenes
",1-17岁,3
"Enterobacter_aerogenes_20061679:Enterobacter aerogenes
",1-17岁,seven
"Enterobacter_aerogenes_20122817:Enterobacter aerogenes
",>65岁,171
"Enterobacter_aerogenes_2125851:Enterobacter aerogenes
",>65岁,1983
"Enterobacter_aerogenes_2268866:Enterobacter aerogenes
",17-65岁,adult
"Enterobacter_aerogenes_23587705:Enterobacter aerogenes
",none,tertiary
"Enterobacter_aerogenes_24059113:Enterobacter aerogenes
",none,to
"Enterobacter_aerogenes_24115610:Enterobacter aerogenes
",17-65岁,20
"Enterobacter_aerogenes_24439468:Enterobacter aerogenes
",17-65岁,60
"Enterobacter_aerogenes_2664249:Enterobacter aerogenes
",17-65岁,63
"Enterobacter_aerogenes_27821248:Enterobacter aerogenes
",17-65岁,56
"Enterobacter_aerogenes_28642140:Enterobacter aerogenes
",none,these
"Enterobacter_aerogenes_29149019:Enterobacter aerogenes
",>65岁,111
"Enterobacter_aerogenes_29164118:Enterobacter aerogenes
",>65岁,251
"Enterobacter_aerogenes_30733859:Enterobacter aerogenes
",>65岁,227
"Enterobacter_aerogenes_32494342:Enterobacter aerogenes
",17-65岁,2-28
"Enterobacter_aerogenes_3281615:Enterobacter aerogenes
",>65岁,195
"Enterobacter_aerogenes_32842384:Enterobacter aerogenes
",1-17岁,8
"Enterobacter_aerogenes_33116675:Enterobacter aerogenes
",none,secondary
"Enterobacter_aerogenes_4038577:Enterobacter aerogenes
",none,one
"Enterobacter_aerogenes_9767884:Enterobacter aerogenes
",none,A
"Enterobacter_cloacae_10072803:Enterobacter cloacae
",17-65岁,56
"Enterobacter_cloacae_11456359:Enterobacter cloacae
",>65岁,70
"Enterobacter_cloacae_12173126:Enterobacter cloacae
",1-17岁,6
"Enterobacter_cloacae_15604082:Enterobacter cloacae
",none,patients
"Enterobacter_cloacae_15909174:Enterobacter cloacae
",none,individuals
"Enterobacter_cloacae_17540673:Enterobacter cloacae
",17-65岁,adult
"Enterobacter_cloacae_18269335:Enterobacter cloacae
",1-17岁,3
"Enterobacter_cloacae_19099875:Enterobacter cloacae
",1-17岁,10
"Enterobacter_cloacae_19141190:Enterobacter cloacae
",none,age
"Enterobacter_cloacae_20070583:Enterobacter cloacae
",none,a
"Enterobacter_cloacae_20201347:Enterobacter cloacae
",none,her
"Enterobacter_cloacae_20826324:Enterobacter cloacae
",none,newborn
"Enterobacter_cloacae_21370657:Enterobacter cloacae
",1-17岁,11-yr-old
"Enterobacter_cloacae_21482572:Enterobacter cloacae
",17-65岁,55
"Enterobacter_cloacae_21847518:Enterobacter cloacae
",none,.
"Enterobacter_cloacae_22009561:Enterobacter cloacae
",17-65岁,62
"Enterobacter_cloacae_2275197:Enterobacter cloacae
",none,patients
"Enterobacter_cloacae_23146522:Enterobacter cloacae
",>65岁,69-year-old
"Enterobacter_cloacae_23234773:Enterobacter cloacae
",none,low birth weight
"Enterobacter_cloacae_23411624:Enterobacter cloacae
",>65岁,910
"Enterobacter_cloacae_23543389:Enterobacter cloacae
",17-65岁,18
"Enterobacter_cloacae_23564195:Enterobacter cloacae
",>65岁,279
"Enterobacter_cloacae_23587705:Enterobacter cloacae
",none,tertiary
"Enterobacter_cloacae_23668457:Enterobacter cloacae
",1岁以下,a male neonate
"Enterobacter_cloacae_2367404:Enterobacter cloacae
",17-65岁,32
"Enterobacter_cloacae_24059113:Enterobacter cloacae
",none,to
"Enterobacter_cloacae_24767163:Enterobacter cloacae
",none,hospitals
"Enterobacter_cloacae_25572932:Enterobacter cloacae
",1-17岁,2
"Enterobacter_cloacae_25598264:Enterobacter cloacae
",1-17岁,3-6
"Enterobacter_cloacae_26999356:Enterobacter cloacae
",>65岁,elderly
"Enterobacter_cloacae_27197104:Enterobacter cloacae
",>65岁,13527
"Enterobacter_cloacae_27773623:Enterobacter cloacae
",17-65岁,66+-22
"Enterobacter_cloacae_27911257:Enterobacter cloacae
",none,our
"Enterobacter_cloacae_28881886:Enterobacter cloacae
",17-65岁,49
"Enterobacter_cloacae_2896734:Enterobacter cloacae
",1-17岁,7
"Enterobacter_cloacae_29149019:Enterobacter cloacae
",>65岁,111
"Enterobacter_cloacae_29175778:Enterobacter cloacae
",none,patients
"Enterobacter_cloacae_29342994:Enterobacter cloacae
",1-17岁,children
"Enterobacter_cloacae_29343795:Enterobacter cloacae
",none,full term
"Enterobacter_cloacae_29571291:Enterobacter cloacae
",1-17岁,three
"Enterobacter_cloacae_30560023:Enterobacter cloacae
",17-65岁,58-year-old
"Enterobacter_cloacae_30697611:Enterobacter cloacae
",none,patients
"Enterobacter_cloacae_30976388:Enterobacter cloacae
",none,age
"Enterobacter_cloacae_33116675:Enterobacter cloacae
",none,secondary
"Enterobacter_cloacae_33202023:Enterobacter cloacae
",>65岁,2020
"Enterobacter_cloacae_3406788:Enterobacter cloacae
",17-65岁,55-year-old
"Enterobacter_cloacae_3655101:Enterobacter cloacae
",none,old
"Enterobacter_cloacae_3729174:Enterobacter cloacae
",1-17岁,Five postoperative
"Enterobacter_cloacae_3896741:Enterobacter cloacae
",>65岁,35 to 93
"Enterobacter_cloacae_4073097:Enterobacter cloacae
",1-17岁,seven patients
"Enterobacter_cloacae_6352619:Enterobacter cloacae
",17-65岁,32
"Enterobacter_cloacae_7570975:Enterobacter cloacae
",17-65岁,53
"Enterobacter_cloacae_7819699:Enterobacter cloacae
",none,premature
"Enterobacter_cloacae_8399893:Enterobacter cloacae
",none,:
"Enterobacter_cloacae_9656677:Enterobacter cloacae
",>65岁,72-year-old
"Enterobacter_cloacae_9730200:Enterobacter cloacae
",17-65岁,23
"Escherichia_coli_29324651:Escherichia coli
",>65岁,1849
"Escherichia_coli_29343795:Escherichia coli
",none,full term
"Escherichia_coli_29379992:Escherichia coli
",none,I
"Escherichia_coli_29571291:Escherichia coli
",1-17岁,three
"Escherichia_coli_29691645:Escherichia coli
",>65岁,60 years; 97 males) or HAP (n = 153; aged 16-85
"Escherichia_coli_29713464:Escherichia coli
",>65岁,18 to 90
"Escherichia_coli_29915122:Escherichia coli
",17-65岁,adults
"Escherichia_coli_30027805:Escherichia coli
",17-65岁,60
"Escherichia_coli_30060117:Escherichia coli
",>65岁,75
"Escherichia_coli_30882313:Escherichia coli
",none,patients
"Escherichia_coli_32041540:Escherichia coli
",17-65岁,60
"Escherichia_coli_32172261:Escherichia coli
",>65岁,75
"Escherichia_coli_32648511:Escherichia coli
",17-65岁,25
"Escherichia_coli_32670709:Escherichia coli
",none,patients
"Escherichia_coli_32697323:Escherichia coli
",>65岁,69
"Escherichia_coli_32712107:Escherichia coli
",1-17岁,ten
"Escherichia_coli_32724755:Escherichia coli
",17-65岁,45-year-old
"Escherichia_coli_32775174:Escherichia coli
",17-65岁,adults
"Escherichia_coli_32842384:Escherichia coli
",1-17岁,8
"Escherichia_coli_32844090:Escherichia coli
",17-65岁,51
"Escherichia_coli_32922798:Escherichia coli
",>65岁,77-year-old
"Escherichia_coli_32942817:Escherichia coli
",17-65岁,adult
"Escherichia_coli_32967718:Escherichia coli
",none,and
"Escherichia_coli_33298760:Escherichia coli
",17-65岁,0-18
"Escherichia_coli_33364792:Escherichia coli
",>65岁,2019
"Escherichia_coli_33379842:Escherichia coli
",1-17岁,11
"Escherichia_coli_33420122:Escherichia coli
",>65岁,396
"Francisella_hispanensis_10396090:Francisella hispanensis
",17-65岁,49 Year-old
"Francisella_hispanensis_10795596:Francisella hispanensis
",none,hunters
"Francisella_hispanensis_11387843:Francisella hispanensis
",17-65岁,adults
"Francisella_hispanensis_12741082:Francisella hispanensis
",none,otherwise
"Francisella_hispanensis_12791928:Francisella hispanensis
",none,individual
"Francisella_hispanensis_16669925:Francisella hispanensis
",none,health importance
"Francisella_hispanensis_17628200:Francisella hispanensis
",17-65岁,middle-aged
"Francisella_hispanensis_18159552:Francisella hispanensis
",none,old
"Francisella_hispanensis_20522628:Francisella hispanensis
",none,.
"Francisella_hispanensis_21816564:Francisella hispanensis
",none,recipient
"Francisella_hispanensis_22005344:Francisella hispanensis
",none,.
"Francisella_hispanensis_2237578:Francisella hispanensis
",17-65岁,64-year-old
"Francisella_hispanensis_22639311:Francisella hispanensis
",>65岁,37.6 (age range: 5-80
"Francisella_hispanensis_23903544:Francisella hispanensis
",none,a
"Francisella_hispanensis_24595710:Francisella hispanensis
",17-65岁,63-year-old
"Francisella_hispanensis_24655540:Francisella hispanensis
",17-65岁,adults
"Francisella_hispanensis_25413334:Francisella hispanensis
",none,need
"Francisella_hispanensis_26400786:Francisella hispanensis
",none,renal transplant patient
"Francisella_hispanensis_26576185:Francisella hispanensis
",1-17岁,14-year-old
"Francisella_hispanensis_26621335:Francisella hispanensis
",>65岁,66-year-old
"Francisella_hispanensis_27175638:Francisella hispanensis
",>65岁,68-year-old
"Francisella_hispanensis_28618894:Francisella hispanensis
",none,few years
"Francisella_hispanensis_32989563:Francisella hispanensis
",none,certain Asian countries
"Francisella_hispanensis_3702338:Francisella hispanensis
",17-65岁,adult
"Francisella_hispanensis_573806:Francisella hispanensis
",none,residing
"Francisella_hispanensis_6612398:Francisella hispanensis
",17-65岁,46-year-old
"Francisella_hispanensis_9314451:Francisella hispanensis
",1-17岁,14-year-old
"Francisella_tularensis_10396090:Francisella tularensis
",17-65岁,49 Year-old
"Francisella_tularensis_10795596:Francisella tularensis
",none,hunters
"Francisella_tularensis_11387843:Francisella tularensis
",17-65岁,adults
"Francisella_tularensis_12741082:Francisella tularensis
",none,otherwise
"Francisella_tularensis_12791928:Francisella tularensis
",none,individual
"Francisella_tularensis_16669925:Francisella tularensis
",none,health importance
"Francisella_tularensis_17628200:Francisella tularensis
",17-65岁,middle-aged
"Francisella_tularensis_18159552:Francisella tularensis
",none,old
"Francisella_tularensis_20522628:Francisella tularensis
",none,.
"Francisella_tularensis_21816564:Francisella tularensis
",none,recipient
"Francisella_tularensis_22005344:Francisella tularensis
",none,.
"Francisella_tularensis_2237578:Francisella tularensis
",17-65岁,64-year-old
"Francisella_tularensis_22639311:Francisella tularensis
",>65岁,37.6 (age range: 5-80
"Francisella_tularensis_23903544:Francisella tularensis
",none,a
"Francisella_tularensis_24595710:Francisella tularensis
",17-65岁,63-year-old
"Francisella_tularensis_24655540:Francisella tularensis
",17-65岁,adults
"Francisella_tularensis_25413334:Francisella tularensis
",none,need
"Francisella_tularensis_26576185:Francisella tularensis
",1-17岁,14-year-old
"Francisella_tularensis_26621335:Francisella tularensis
",>65岁,66-year-old
"Francisella_tularensis_27175638:Francisella tularensis
",>65岁,68-year-old
"Francisella_tularensis_28580063:Francisella tularensis
",1-17岁,7-year-old
"Francisella_tularensis_28618894:Francisella tularensis
",none,few years
"Francisella_tularensis_32380974:Francisella tularensis
",17-65岁,53-year old
"Francisella_tularensis_32670793:Francisella tularensis
",none,patient
"Francisella_tularensis_32989563:Francisella tularensis
",none,certain Asian countries
"Francisella_tularensis_3702338:Francisella tularensis
",17-65岁,adult
"Francisella_tularensis_573806:Francisella tularensis
",none,residing
"Francisella_tularensis_6612398:Francisella tularensis
",17-65岁,46-year-old
"Francisella_tularensis_9314451:Francisella tularensis
",1-17岁,14-year-old
"Haemophilus_aegyptius_1820627:Haemophilus aegyptius
",none,.
"Haemophilus_aegyptius_302264:Haemophilus aegyptius
",1岁以下,23-month-old
"Haemophilus_aphrophilus_22622257:Haemophilus aphrophilus
",1-17岁,young
"Haemophilus_aphrophilus_22875690:Haemophilus aphrophilus
",17-65岁,38-year-old
"Haemophilus_aphrophilus_24696434:Haemophilus aphrophilus
",none,practice
"Haemophilus_aphrophilus_25751682:Haemophilus aphrophilus
",1-17岁,4-year old
"Haemophilus_aphrophilus_26380332:Haemophilus aphrophilus
",17-65岁,43
"Haemophilus_aphrophilus_3668271:Haemophilus aphrophilus
",17-65岁,38-year-old
"Haemophilus_aphrophilus_4059872:Haemophilus aphrophilus
",1-17岁,9-year-old
"Haemophilus_haemolyticus_17152011:Haemophilus haemolyticus
",17-65岁,adults
"Haemophilus_haemolyticus_23564195:Haemophilus haemolyticus
",>65岁,279
"Haemophilus_haemolyticus_24696434:Haemophilus haemolyticus
",none,practice
"Haemophilus_haemolyticus_24883195:Haemophilus haemolyticus
",1岁以下,"six-month-period. Site of infection, sex, and age"
"Haemophilus_haemolyticus_25266675:Haemophilus haemolyticus
",1-17岁,7 (1.5%) H. haemolyticus were identified.
"Haemophilus_haemolyticus_26472767:Haemophilus haemolyticus
",none,respiratory samples
"Haemophilus_haemolyticus_31171614:Haemophilus haemolyticus
",none,a
"Haemophilus_haemolyticus_31221642:Haemophilus haemolyticus
",1-17岁,child
"Haemophilus_haemolyticus_31578259:Haemophilus haemolyticus
",17-65岁,adults
"Haemophilus_influenzae_28899468:Haemophilus influenzae
",1-17岁,1
"Haemophilus_influenzae_28922613:Haemophilus influenzae
",1-17岁,5
"Haemophilus_influenzae_29049002:Haemophilus influenzae
",>65岁,100
"Haemophilus_influenzae_29120150:Haemophilus influenzae
",none,unaffected.
"Haemophilus_influenzae_29138549:Haemophilus influenzae
",1-17岁,nine
"Haemophilus_influenzae_29153416:Haemophilus influenzae
",>65岁,147
"Haemophilus_influenzae_29158121:Haemophilus influenzae
",1-17岁,5-years-old
"Haemophilus_influenzae_29263651:Haemophilus influenzae
",none,structure
"Haemophilus_influenzae_29285648:Haemophilus influenzae
",1-17岁,6
"Haemophilus_influenzae_29447989:Haemophilus influenzae
",17-65岁,35
"Haemophilus_influenzae_29549211:Haemophilus influenzae
",1-17岁,children
"Haemophilus_influenzae_29926438:Haemophilus influenzae
",1-17岁,2.5-year-old
"Haemophilus_influenzae_29932038:Haemophilus influenzae
",1-17岁,5
"Haemophilus_influenzae_29961165:Haemophilus influenzae
",17-65岁,adults
"Haemophilus_influenzae_29970200:Haemophilus influenzae
",1-17岁,younger
"Haemophilus_influenzae_29989532:Haemophilus influenzae
",none,a
"Haemophilus_influenzae_30145098:Haemophilus influenzae
",17-65岁,18
"Haemophilus_influenzae_30178647:Haemophilus influenzae
",1-17岁,10
"Haemophilus_influenzae_30234676:Haemophilus influenzae
",>65岁,304
"Haemophilus_influenzae_30382022:Haemophilus influenzae
",17-65岁,17
"Haemophilus_influenzae_30550945:Haemophilus influenzae
",17-65岁,50
"Haemophilus_influenzae_30787368:Haemophilus influenzae
",>65岁,77
"Haemophilus_influenzae_31027929:Haemophilus influenzae
",1-17岁,two
"Haemophilus_influenzae_31077143:Haemophilus influenzae
",17-65岁,adult
"Haemophilus_influenzae_31205057:Haemophilus influenzae
",1-17岁,2 years or younger
"Haemophilus_influenzae_31257127:Haemophilus influenzae
",17-65岁,1-59
"Haemophilus_influenzae_31352743:Haemophilus influenzae
",1-17岁,1.54 years (ranged from 5 days to 13
"Haemophilus_influenzae_31404620:Haemophilus influenzae
",none,.
"Haemophilus_influenzae_31416647:Haemophilus influenzae
",17-65岁,38
"Haemophilus_influenzae_31422032:Haemophilus influenzae
",1-17岁,young
"Haemophilus_influenzae_31453804:Haemophilus influenzae
",17-65岁,1-59
"Haemophilus_influenzae_31653527:Haemophilus influenzae
",17-65岁,20-59
"Haemophilus_influenzae_31668192:Haemophilus influenzae
",none,the
"Haemophilus_influenzae_31858115:Haemophilus influenzae
",17-65岁,18
"Haemophilus_influenzae_31981610:Haemophilus influenzae
",17-65岁,adults
"Haemophilus_influenzae_31982627:Haemophilus influenzae
",17-65岁,2-59
"Haemophilus_influenzae_32027810:Haemophilus influenzae
",1-17岁,8
"Haemophilus_influenzae_32059033:Haemophilus influenzae
",1-17岁,14
"Haemophilus_influenzae_32070324:Haemophilus influenzae
",none,longitudinal
"Haemophilus_influenzae_32195602:Haemophilus influenzae
",1-17岁,5
"Haemophilus_influenzae_32197798:Haemophilus influenzae
",1-17岁,5
"Haemophilus_influenzae_32215324:Haemophilus influenzae
",17-65岁,45
"Haemophilus_influenzae_32273315:Haemophilus influenzae
",17-65岁,1-59
"Haemophilus_influenzae_32381620:Haemophilus influenzae
",none,a
"Haemophilus_influenzae_32408156:Haemophilus influenzae
",17-65岁,15-44
"Haemophilus_influenzae_32473235:Haemophilus influenzae
",none,all ages
"Haemophilus_influenzae_32497137:Haemophilus influenzae
",17-65岁,32
"Haemophilus_influenzae_32565151:Haemophilus influenzae
",17-65岁,adult
"Haemophilus_influenzae_32574099:Haemophilus influenzae
",17-65岁,2-59
"Haemophilus_influenzae_32579285:Haemophilus influenzae
",1-17岁,1 month to 5
"Haemophilus_influenzae_32589094:Haemophilus influenzae
",1岁以下,less than 12 months old
"Haemophilus_influenzae_32606812:Haemophilus influenzae
",none,without
"Haemophilus_influenzae_32615947:Haemophilus influenzae
",1-17岁,5
"Haemophilus_influenzae_32634831:Haemophilus influenzae
",17-65岁,1 to 59
"Haemophilus_influenzae_32651007:Haemophilus influenzae
",1-17岁,1 month and 9
"Haemophilus_influenzae_32651354:Haemophilus influenzae
",17-65岁,64-year-old
"Haemophilus_influenzae_32668450:Haemophilus influenzae
",>65岁,5 years (42.6%) or >=65
"Haemophilus_influenzae_32687792:Haemophilus influenzae
",17-65岁,20-60
"Haemophilus_influenzae_32702037:Haemophilus influenzae
",17-65岁,3-60
"Haemophilus_influenzae_32894364:Haemophilus influenzae
",17-65岁,61
"Haemophilus_influenzae_32923222:Haemophilus influenzae
",>65岁,elderly
"Haemophilus_influenzae_32933615:Haemophilus influenzae
",1-17岁,"Hospitalized Children with Community-acquired Pneumonia in Chengde,"
"Haemophilus_influenzae_32963653:Haemophilus influenzae
",>65岁,2008
"Haemophilus_influenzae_32968689:Haemophilus influenzae
",>65岁,120
"Haemophilus_influenzae_32983693:Haemophilus influenzae
",17-65岁,adults
"Haemophilus_influenzae_33006878:Haemophilus influenzae
",1-17岁,13
"Haemophilus_influenzae_33075098:Haemophilus influenzae
",17-65岁,adults
"Haemophilus_influenzae_33110587:Haemophilus influenzae
",>65岁,5-88
"Haemophilus_influenzae_33119683:Haemophilus influenzae
",17-65岁,2 to 60
"Haemophilus_influenzae_33124213:Haemophilus influenzae
",1-17岁,5-year-old
