,num,num_origin
"HAdV-C2_22880092:HAdV-C2
",10-100,44
"HAdV-C2_24073254:HAdV-C2
",10-100,81
"HAdV-C2_26429778:HAdV-C2
",>100,194
"HAdV-C2_26454422:HAdV-C2
",>100,176
"HAdV-C2_29446483:HAdV-C2
",10-100,27
"HAdV-C2_31196108:HAdV-C2
",10-100,62
"HAdV-C5_29446483:HAdV-C5
",10-100,27
"HAdV-D8_22814149:HAdV-D8
",10-100,40
"HAdV-E4_26454422:HAdV-E4
",>100,176
"HAdV-E4_27000448:HAdV-E4
",>100,235
"HAdV-E4_27191834:HAdV-E4
",10-100,"136 (69%) hospitalized persons, 31% were admitted to the intensive care unit and 18% required mechanical ventilation; 5 patients"
"HAdV-E4_30654272:HAdV-E4
",none,:Human adenoviruses (HAdVs) are prevalent causes of acute respiratory disease (ARD) in military and civilian communities. Over
"HAdV-E4_33360858:HAdV-E4
",>100,342 (89 %) were available for research testing with 306 (89 %) specimens from unique symptomatic individuals; 237
"HAdV-E4_33693635:HAdV-E4
",>100,144
"HAdV-F40_33115841:HAdV-F40
",10-100,62
"Hantaan_virus_12878094:Hantaan virus
",>100,492
"Hantaan_virus_1686334:Hantaan virus
",1-10,Seven patients
"Hantaan_virus_23752984:Hantaan virus
",none,argue
"Hantaan_virus_2572978:Hantaan virus
",1,Another case
"Hantaan_virus_31218696:Hantaan virus
",1-10,two
"Hantaan_virus_31668027:Hantaan virus
",1,a
"Hartland_virus_9808136:Hartland virus
",1,a
"Hart_Park_virus_33933206:Hart Park virus
",10-100,62
"Hazara_virus_34369712:Hazara virus
",1,A
"hendra_virus_11554115:hendra virus
",1,a
"hendra_virus_12088481:hendra virus
",1,a patient
"hendra_virus_25417957:hendra virus
",none,:
"Hepatitis_A_virus_26011190:Hepatitis A virus
",10-100,59
"Hepatitis_A_virus_31067308:Hepatitis A virus
",10-100,59
"Hepatitis_A_virus_32308221:Hepatitis A virus
",10-100,64
"Hepatitis_A_virus_6309049:Hepatitis A virus
",1,a
"Hepatitis_A_virus_9730295:Hepatitis A virus
",1,a
"Hepatitis_B_virus_34987944:Hepatitis B virus
",1,a
"Hepatitis_C_virus_32876392:Hepatitis C virus
",>100,1216
"Hepatitis_C_virus_32904140:Hepatitis C virus
",1-10,two
"Hepatitis_C_virus_32953304:Hepatitis C virus
",>100,"528,751"
"Hepatitis_C_virus_33292799:Hepatitis C virus
",1,an
"Hepatitis_C_virus_34969944:Hepatitis C virus
",10-100,42
"Hepatitis_D_virus_34876788:Hepatitis D virus
",1,a
"Hepatitis_E_virus_30397829:Hepatitis E virus
",10-100,Twenty
"Hepatitis_E_virus_33957540:Hepatitis E virus
",1,A
"Herpes_simplex_virus_1_10673688:Herpes simplex virus 1
",none,:
"Herpes_simplex_virus_1_11003335:Herpes simplex virus 1
",none,patients
"Herpes_simplex_virus_1_11419176:Herpes simplex virus 1
",10-100,17
"Herpes_simplex_virus_1_12571550:Herpes simplex virus 1
",none,:
"Herpes_simplex_virus_1_14767198:Herpes simplex virus 1
",1,a
"Herpes_simplex_virus_1_15153242:Herpes simplex virus 1
",1-10,four
"Herpes_simplex_virus_1_1577130:Herpes simplex virus 1
",1,a case
"Herpes_simplex_virus_1_16450096:Herpes simplex virus 1
",none,1ID:16450096TITLE:Comment
"Herpes_simplex_virus_1_16775963:Herpes simplex virus 1
",1-10,two cases
"Herpes_simplex_virus_1_17080387:Herpes simplex virus 1
",1-10,a cluster of 3 cases
"Herpes_simplex_virus_1_17234480:Herpes simplex virus 1
",1,a case
"Herpes_simplex_virus_1_17446341:Herpes simplex virus 1
",none,:
"Herpes_simplex_virus_1_17671056:Herpes simplex virus 1
",>100,111 patients
"Herpes_simplex_virus_1_17996032:Herpes simplex virus 1
",1-10,eight
"Herpes_simplex_virus_1_18020880:Herpes simplex virus 1
",1-10,Four
"Herpes_simplex_virus_1_18054276:Herpes simplex virus 1
",1,a
"Herpes_simplex_virus_1_18679655:Herpes simplex virus 1
",>100,462
"Herpes_simplex_virus_1_19260875:Herpes simplex virus 1
",10-100,65
"Herpes_simplex_virus_1_19450259:Herpes simplex virus 1
",10-100,63
"Herpes_simplex_virus_1_19944877:Herpes simplex virus 1
",1,A
"Herpes_simplex_virus_1_20172760:Herpes simplex virus 1
",>100,106
"Herpes_simplex_virus_1_21489734:Herpes simplex virus 1
",10-100,25
"Herpes_simplex_virus_1_2153734:Herpes simplex virus 1
",>100,312
"Herpes_simplex_virus_1_21620091:Herpes simplex virus 1
",1,A
"Herpes_simplex_virus_1_23040767:Herpes simplex virus 1
",1,a
"Herpes_simplex_virus_1_23594007:Herpes simplex virus 1
",1,An
"Herpes_simplex_virus_1_23912873:Herpes simplex virus 1
",1,an
"Herpes_simplex_virus_1_23924023:Herpes simplex virus 1
",1,a
"Herpes_simplex_virus_1_23924024:Herpes simplex virus 1
",1,a
"Herpes_simplex_virus_1_24326294:Herpes simplex virus 1
",1,a
"Herpes_simplex_virus_1_24356475:Herpes simplex virus 1
",1,A
"Herpes_simplex_virus_1_25086108:Herpes simplex virus 1
",none,:
"Herpes_simplex_virus_1_25231597:Herpes simplex virus 1
",1,a case
"Herpes_simplex_virus_1_25238607:Herpes simplex virus 1
",10-100,10 patients
"Herpes_simplex_virus_1_29166922:Herpes simplex virus 1
",1,A
"Herpes_simplex_virus_1_29800471:Herpes simplex virus 1
",1,a
"Herpes_simplex_virus_1_31217193:Herpes simplex virus 1
",1-10,three
"Herpes_simplex_virus_1_32406606:Herpes simplex virus 1
",1,a
"Herpes_simplex_virus_1_32654738:Herpes simplex virus 1
",1,A
"Herpes_simplex_virus_1_33111704:Herpes simplex virus 1
",1-10,Two
"Herpes_simplex_virus_1_33210494:Herpes simplex virus 1
",none,:
"Herpes_simplex_virus_1_33926298:Herpes simplex virus 1
",1,A
"Herpes_simplex_virus_1_34028129:Herpes simplex virus 1
",1,A
"Herpes_simplex_virus_1_34197543:Herpes simplex virus 1
",10-100,18
"Herpes_simplex_virus_1_34290701:Herpes simplex virus 1
",1,A Case
"Herpes_simplex_virus_1_34364400:Herpes simplex virus 1
",1,A
"Herpes_simplex_virus_1_34476502:Herpes simplex virus 1
",1-10,two
"Herpes_simplex_virus_1_34872611:Herpes simplex virus 1
",10-100,67
"Herpes_simplex_virus_1_7656651:Herpes simplex virus 1
",1-10,6
"Herpes_simplex_virus_1_8205876:Herpes simplex virus 1
",10-100,77
"Herpes_simplex_virus_1_8639437:Herpes simplex virus 1
",1,a
"Herpes_simplex_virus_1_8804937:Herpes simplex virus 1
",10-100,19 patients
"Herpes_simplex_virus_1_9083240:Herpes simplex virus 1
",1,a case
"Herpes_simplex_virus_1_9754119:Herpes simplex virus 1
",10-100,24
"Herpes_simplex_virus_2_12170540:Herpes simplex virus 2
",1,A
"Herpes_simplex_virus_2_12585974:Herpes simplex virus 2
",1,a
"Herpes_simplex_virus_2_15818204:Herpes simplex virus 2
",1-10,3
"Herpes_simplex_virus_2_15997270:Herpes simplex virus 2
",1,a
"Herpes_simplex_virus_2_16048763:Herpes simplex virus 2
",1,A
"Herpes_simplex_virus_2_17183874:Herpes simplex virus 2
",1,A
"Herpes_simplex_virus_2_17428112:Herpes simplex virus 2
",1-10,five
"Herpes_simplex_virus_2_18030787:Herpes simplex virus 2
",none,:
"Herpes_simplex_virus_2_18679655:Herpes simplex virus 2
",>100,462
"Herpes_simplex_virus_2_19260875:Herpes simplex virus 2
",10-100,65
"Herpes_simplex_virus_2_19271329:Herpes simplex virus 2
",1,a
"Herpes_simplex_virus_2_20126383:Herpes simplex virus 2
",>100,301
"Herpes_simplex_virus_2_22548647:Herpes simplex virus 2
",>100,342
"Herpes_simplex_virus_2_29401338:Herpes simplex virus 2
",10-100,77
"Herpes_simplex_virus_2_33210494:Herpes simplex virus 2
",none,:
"Herpes_simplex_virus_2_34277161:Herpes simplex virus 2
",1,a
"Herpes_simplex_virus_2_34349095:Herpes simplex virus 2
",1,A
"Herpes_simplex_virus_2_6294820:Herpes simplex virus 2
",1-10,Three cases
"Herpes_simplex_virus_2_7555630:Herpes simplex virus 2
",1,A
"Herpes_simplex_virus_2_9883439:Herpes simplex virus 2
",1,a
"HPV-11_25498189:HPV-11
",1,A
"HPV-16_26744643:HPV-16
",1,A
"HPV-18_34590020:HPV-18
",1,a case
"HPV-56_21073032:HPV-56
",10-100,60
"HPV-6_25498189:HPV-6
",1,A
"Hughes_virus_34428858:Hughes virus
",10-100,50
"Hughes_virus_34553216:Hughes virus
",1-10,eight
"Hughes_virus_34561087:Hughes virus
",1,A
"Hughes_virus_34570326:Hughes virus
",>100,390
"Hughes_virus_34686943:Hughes virus
",1,a
"Human_Adenovirus_10_10580947:Human Adenovirus 10
",10-100,21
"Human_Adenovirus_10_10613789:Human Adenovirus 10
",1,a
"Human_Adenovirus_10_10997429:Human Adenovirus 10
",1,A
"Human_Adenovirus_10_14643533:Human Adenovirus 10
",10-100,33
"Human_Adenovirus_10_15048056:Human Adenovirus 10
",none,:This report
"Human_Adenovirus_10_15474623:Human Adenovirus 10
",1,Case
"Human_Adenovirus_10_15761607:Human Adenovirus 10
",10-100,33
"Human_Adenovirus_10_16458589:Human Adenovirus 10
",>100,139
"Human_Adenovirus_10_16636525:Human Adenovirus 10
",1,a case
"Human_Adenovirus_10_16871594:Human Adenovirus 10
",10-100,38
"Human_Adenovirus_10_18069558:Human Adenovirus 10
",10-100,Fifty
"Human_Adenovirus_10_18712820:Human Adenovirus 10
",>100,178
"Human_Adenovirus_10_19360848:Human Adenovirus 10
",>100,415
"Human_Adenovirus_10_19477681:Human Adenovirus 10
",1,A
"Human_Adenovirus_10_21384676:Human Adenovirus 10
",>100,125
"Human_Adenovirus_10_21837792:Human Adenovirus 10
",1,A
"Human_Adenovirus_10_22329841:Human Adenovirus 10
",>100,592
"Human_Adenovirus_10_22414179:Human Adenovirus 10
",>100,193
"Human_Adenovirus_10_22608839:Human Adenovirus 10
",10-100,18
"Human_Adenovirus_10_22838216:Human Adenovirus 10
",10-100,70
"Human_Adenovirus_10_23327697:Human Adenovirus 10
",10-100,47
"Human_Adenovirus_10_24131690:Human Adenovirus 10
",1-10,four
"Human_Adenovirus_10_24551881:Human Adenovirus 10
",>100,969
"Human_Adenovirus_10_24907383:Human Adenovirus 10
",10-100,52
"Human_Adenovirus_10_24975176:Human Adenovirus 10
",1-10,six
"Human_Adenovirus_10_25016709:Human Adenovirus 10
",10-100,76
"Human_Adenovirus_10_25178477:Human Adenovirus 10
",1-10,seven
"Human_Adenovirus_10_25185412:Human Adenovirus 10
",10-100,Thirty
"Human_Adenovirus_10_25714161:Human Adenovirus 10
",>100,2222
"Human_Adenovirus_10_25715488:Human Adenovirus 10
",1-10,6
"Human_Adenovirus_10_25875735:Human Adenovirus 10
",1-10,seven
"Human_Adenovirus_10_26016346:Human Adenovirus 10
",>100,136
"Human_Adenovirus_10_26117558:Human Adenovirus 10
",10-100,31
"Human_Adenovirus_10_26147465:Human Adenovirus 10
",>100,403
"Human_Adenovirus_10_26454422:Human Adenovirus 10
",>100,176
"Human_Adenovirus_10_26557031:Human Adenovirus 10
",>100,156
"Human_Adenovirus_10_26741826:Human Adenovirus 10
",>100,1959
"Human_Adenovirus_10_26867384:Human Adenovirus 10
",10-100,91 cases
"Human_Adenovirus_10_26967644:Human Adenovirus 10
",10-100,14 patients
"Human_Adenovirus_10_27052333:Human Adenovirus 10
",1-10,two
"Human_Adenovirus_10_27061822:Human Adenovirus 10
",>100,236
"Human_Adenovirus_10_27159214:Human Adenovirus 10
",>100,3851
"Human_Adenovirus_10_27171486:Human Adenovirus 10
",1-10,4
"Human_Adenovirus_10_27301912:Human Adenovirus 10
",10-100,91
"Human_Adenovirus_10_28100279:Human Adenovirus 10
",1,A
"Human_Adenovirus_10_28346512:Human Adenovirus 10
",10-100,72
"Human_Adenovirus_10_28634031:Human Adenovirus 10
",>100,280
"Human_Adenovirus_10_28639594:Human Adenovirus 10
",10-100,Seventy
"Human_Adenovirus_10_28975629:Human Adenovirus 10
",>100,691
"Human_Adenovirus_10_29780032:Human Adenovirus 10
",10-100,31
"Human_Adenovirus_10_30096340:Human Adenovirus 10
",1,a
"Human_Adenovirus_10_30174887:Human Adenovirus 10
",>100,320
"Human_Adenovirus_10_30321228:Human Adenovirus 10
",>100,131
"Human_Adenovirus_10_30337417:Human Adenovirus 10
",>100,230
"Human_Adenovirus_10_30348093:Human Adenovirus 10
",1,a case
"Human_Adenovirus_10_30548740:Human Adenovirus 10
",1,A
"Human_Adenovirus_10_30630228:Human Adenovirus 10
",>100,156
"Human_Adenovirus_10_30798099:Human Adenovirus 10
",1-10,2 cases
"Human_Adenovirus_10_30949525:Human Adenovirus 10
",>100,600
"Human_Adenovirus_10_31191561:Human Adenovirus 10
",>100,274
"Human_Adenovirus_10_31230362:Human Adenovirus 10
",>100,150
"Human_Adenovirus_10_31270991:Human Adenovirus 10
",10-100,47
"Human_Adenovirus_10_31370781:Human Adenovirus 10
",>100,1145
"Human_Adenovirus_10_31542903:Human Adenovirus 10
",10-100,Twenty-eight
"Human_Adenovirus_10_31977849:Human Adenovirus 10
",>100,542
"Human_Adenovirus_10_32017782:Human Adenovirus 10
",>100,360
"Human_Adenovirus_10_32322889:Human Adenovirus 10
",>100,168
"Human_Adenovirus_10_32392955:Human Adenovirus 10
",10-100,92
"Human_Adenovirus_10_32404785:Human Adenovirus 10
",10-100,17
"Human_Adenovirus_10_32539259:Human Adenovirus 10
",>100,1 447
"Human_Adenovirus_10_32653618:Human Adenovirus 10
",>100,12 537
"Human_Adenovirus_10_32817802:Human Adenovirus 10
",10-100,59
"Human_Adenovirus_10_32944316:Human Adenovirus 10
",10-100,74
"Human_Adenovirus_10_33343550:Human Adenovirus 10
",1,one
"Human_Adenovirus_10_33396998:Human Adenovirus 10
",10-100,75
"Human_Adenovirus_10_33664719:Human Adenovirus 10
",>100,358
"Human_Adenovirus_10_33750952:Human Adenovirus 10
",>100,397
"Human_Adenovirus_10_33782171:Human Adenovirus 10
",>100,115
"Human_Adenovirus_10_34350810:Human Adenovirus 10
",>100,163
"Human_Adenovirus_10_34480636:Human Adenovirus 10
",>100,"121,529 patients"
"Human_Adenovirus_10_34506970:Human Adenovirus 10
",none,:
"Human_Adenovirus_10_34650942:Human Adenovirus 10
",>100,187
"Human_Adenovirus_10_34650998:Human Adenovirus 10
",10-100,10 patients
"Human_Adenovirus_10_34694579:Human Adenovirus 10
",>100,5544
"Human_Adenovirus_10_34704788:Human Adenovirus 10
",10-100,60
"Human_Adenovirus_10_34722335:Human Adenovirus 10
",10-100,62
"Human_Adenovirus_10_34819956:Human Adenovirus 10
",10-100,98
"Human_Adenovirus_10_34844615:Human Adenovirus 10
",10-100,96
"Human_Adenovirus_10_9466537:Human Adenovirus 10
",>100,191
"Human_Adenovirus_10_9645999:Human Adenovirus 10
",10-100,61
"Human_Adenovirus_11_33750952:Human Adenovirus 11
",>100,397
"Human_Adenovirus_11_33950979:Human Adenovirus 11
",1-10,six
"Human_Adenovirus_11_34009376:Human Adenovirus 11
",none,.
"Human_Adenovirus_11_34267738:Human Adenovirus 11
",10-100,54
"Human_Adenovirus_11_34324763:Human Adenovirus 11
",1,A
"Human_Adenovirus_11_34344310:Human Adenovirus 11
",10-100,41
"Human_Adenovirus_11_34351553:Human Adenovirus 11
",>100,102
"Human_Adenovirus_11_34480636:Human Adenovirus 11
",>100,"121,529 patients"
"Human_Adenovirus_11_34490137:Human Adenovirus 11
",>100,129
"Human_Adenovirus_11_34556127:Human Adenovirus 11
",10-100,55
"Human_Adenovirus_11_34625621:Human Adenovirus 11
",1-10,Six
"Human_Adenovirus_11_34627307:Human Adenovirus 11
",10-100,56
"Human_Adenovirus_11_34648214:Human Adenovirus 11
",none,:
"Human_Adenovirus_11_34650942:Human Adenovirus 11
",>100,187
"Human_Adenovirus_11_34722335:Human Adenovirus 11
",10-100,62
"Human_Adenovirus_11_34816447:Human Adenovirus 11
",none,:
"Human_Adenovirus_11_34819956:Human Adenovirus 11
",10-100,98
"Human_Adenovirus_11_34847913:Human Adenovirus 11
",1-10,four
"Human_Adenovirus_11_34907393:Human Adenovirus 11
",1-10,3
"Human_Adenovirus_13_10443789:Human Adenovirus 13
",10-100,75
"Human_Adenovirus_13_10485620:Human Adenovirus 13
",>100,237
"Human_Adenovirus_13_12684910:Human Adenovirus 13
",>100,1803
"Human_Adenovirus_13_14643533:Human Adenovirus 13
",10-100,33
"Human_Adenovirus_13_15190654:Human Adenovirus 13
",>100,222
"Human_Adenovirus_13_15474623:Human Adenovirus 13
",1,Case
"Human_Adenovirus_13_15510759:Human Adenovirus 13
",>100,317
"Human_Adenovirus_13_16331823:Human Adenovirus 13
",>100,13 642 cases
"Human_Adenovirus_13_1650495:Human Adenovirus 13
",none,:
"Human_Adenovirus_13_16679938:Human Adenovirus 13
",>100,129 HIV-infected children and 27 (12%) in 218
"Human_Adenovirus_13_16757599:Human Adenovirus 13
",10-100,87
"Human_Adenovirus_13_16967296:Human Adenovirus 13
",>100,120
"Human_Adenovirus_13_17785157:Human Adenovirus 13
",10-100,Fifty
"Human_Adenovirus_13_1787993:Human Adenovirus 13
",10-100,63
"Human_Adenovirus_13_18069558:Human Adenovirus 13
",10-100,Fifty
"Human_Adenovirus_13_18712820:Human Adenovirus 13
",>100,178
"Human_Adenovirus_13_19089556:Human Adenovirus 13
",>100,1700
"Human_Adenovirus_13_19308801:Human Adenovirus 13
",10-100,10
"Human_Adenovirus_13_19819755:Human Adenovirus 13
",10-100,42
"Human_Adenovirus_13_198964:Human Adenovirus 13
",>100,304
"Human_Adenovirus_13_20137465:Human Adenovirus 13
",>100,2492
"Human_Adenovirus_13_2058297:Human Adenovirus 13
",>100,175
"Human_Adenovirus_13_20946204:Human Adenovirus 13
",none,:
"Human_Adenovirus_13_21384676:Human Adenovirus 13
",>100,125
"Human_Adenovirus_13_21837799:Human Adenovirus 13
",>100,388
"Human_Adenovirus_13_22272450:Human Adenovirus 13
",>100,147
"Human_Adenovirus_13_22414179:Human Adenovirus 13
",>100,193
"Human_Adenovirus_13_225460:Human Adenovirus 13
",10-100,Eighteen
"Human_Adenovirus_13_22912897:Human Adenovirus 13
",>100,295
"Human_Adenovirus_13_23169964:Human Adenovirus 13
",10-100,81
"Human_Adenovirus_13_23326469:Human Adenovirus 13
",10-100,45
"Human_Adenovirus_13_23327697:Human Adenovirus 13
",10-100,47
"Human_Adenovirus_13_24113096:Human Adenovirus 13
",10-100,10
"Human_Adenovirus_13_24260230:Human Adenovirus 13
",>100,354
"Human_Adenovirus_13_24399381:Human Adenovirus 13
",>100,188
"Human_Adenovirus_13_24498274:Human Adenovirus 13
",>100,517
"Human_Adenovirus_13_24498873:Human Adenovirus 13
",>100,(698
"Human_Adenovirus_13_24573364:Human Adenovirus 13
",10-100,Fifteen
"Human_Adenovirus_13_24975176:Human Adenovirus 13
",1-10,six
"Human_Adenovirus_13_25118733:Human Adenovirus 13
",1-10,Two
"Human_Adenovirus_13_2516622:Human Adenovirus 13
",>100,336
"Human_Adenovirus_13_25475044:Human Adenovirus 13
",10-100,21
"Human_Adenovirus_13_2561554:Human Adenovirus 13
",>100,102
"Human_Adenovirus_13_26773605:Human Adenovirus 13
",>100,492
"Human_Adenovirus_13_27149483:Human Adenovirus 13
",>100,175
"Human_Adenovirus_13_27171486:Human Adenovirus 13
",1-10,4
"Human_Adenovirus_13_2748218:Human Adenovirus 13
",10-100,13
"Human_Adenovirus_13_27921234:Human Adenovirus 13
",10-100,33
"Human_Adenovirus_13_28346512:Human Adenovirus 13
",10-100,72
"Human_Adenovirus_13_28822432:Human Adenovirus 13
",>100,195
"Human_Adenovirus_13_29596527:Human Adenovirus 13
",1-10,"14,044 patients, 37.7% (52"
"Human_Adenovirus_13_29780032:Human Adenovirus 13
",10-100,31
"Human_Adenovirus_13_2982098:Human Adenovirus 13
",10-100,51
"Human_Adenovirus_13_30086789:Human Adenovirus 13
",>100,1313
"Human_Adenovirus_13_3013925:Human Adenovirus 13
",1-10,6
"Human_Adenovirus_13_30321228:Human Adenovirus 13
",>100,131
"Human_Adenovirus_13_30337417:Human Adenovirus 13
",>100,230
"Human_Adenovirus_13_30548740:Human Adenovirus 13
",1,A
"Human_Adenovirus_13_30672892:Human Adenovirus 13
",10-100,82
"Human_Adenovirus_13_30882722:Human Adenovirus 13
",10-100,80
"Human_Adenovirus_13_31130122:Human Adenovirus 13
",>100,834
"Human_Adenovirus_13_31164430:Human Adenovirus 13
",>100,915
"Human_Adenovirus_13_31194775:Human Adenovirus 13
",10-100,20
"Human_Adenovirus_13_31196108:Human Adenovirus 13
",10-100,62
"Human_Adenovirus_13_31542903:Human Adenovirus 13
",10-100,Twenty-eight
"Human_Adenovirus_13_31628684:Human Adenovirus 13
",none,from outpatients
"Human_Adenovirus_13_31977849:Human Adenovirus 13
",>100,542
"Human_Adenovirus_13_32017782:Human Adenovirus 13
",>100,360
"Human_Adenovirus_13_32288487:Human Adenovirus 13
",10-100,51
"Human_Adenovirus_13_32392955:Human Adenovirus 13
",10-100,92
"Human_Adenovirus_13_32404785:Human Adenovirus 13
",10-100,17
"Human_Adenovirus_13_32470255:Human Adenovirus 13
",10-100,16 018 patients
"Human_Adenovirus_13_32770770:Human Adenovirus 13
",10-100,15
"Human_Adenovirus_13_32790248:Human Adenovirus 13
",10-100,"1,074"
"Human_Adenovirus_13_32811705:Human Adenovirus 13
",1,an
"Human_Adenovirus_13_32817802:Human Adenovirus 13
",10-100,59
"Human_Adenovirus_13_32842383:Human Adenovirus 13
",>100,244
"Human_Adenovirus_13_33061487:Human Adenovirus 13
",10-100,36
"Human_Adenovirus_13_33172555:Human Adenovirus 13
",>100,225
"Human_Adenovirus_13_33396998:Human Adenovirus 13
",10-100,75
"Human_Adenovirus_13_33664719:Human Adenovirus 13
",>100,358
"Human_Adenovirus_13_33750952:Human Adenovirus 13
",>100,397
"Human_Adenovirus_13_33782171:Human Adenovirus 13
",>100,115
"Human_Adenovirus_13_33947476:Human Adenovirus 13
",10-100,92
"Human_Adenovirus_13_34287033:Human Adenovirus 13
",>100,191
"Human_Adenovirus_13_34350810:Human Adenovirus 13
",>100,163
"Human_Adenovirus_13_34480636:Human Adenovirus 13
",>100,"121,529 patients"
"Human_Adenovirus_13_34523109:Human Adenovirus 13
",>100,1539
"Human_Adenovirus_13_34578465:Human Adenovirus 13
",none,prescriptions
"Human_Adenovirus_13_34650942:Human Adenovirus 13
",>100,187
"Human_Adenovirus_13_34713393:Human Adenovirus 13
",1,An
"Human_Adenovirus_13_7893990:Human Adenovirus 13
",10-100,15 patients
"Human_Adenovirus_13_7942037:Human Adenovirus 13
",1,a
"Human_Adenovirus_13_9044128:Human Adenovirus 13
",1,: ECLS remains an important modality in the treatment of neonatal and pediatric patients
"Human_Adenovirus_14_18712820:Human Adenovirus 14
",>100,178
"Human_Adenovirus_14_18803877:Human Adenovirus 14
",>100,175
"Human_Adenovirus_14_19089556:Human Adenovirus 14
",>100,1700
"Human_Adenovirus_14_19351259:Human Adenovirus 14
",10-100,67
"Human_Adenovirus_14_19351260:Human Adenovirus 14
",>100,551
"Human_Adenovirus_14_19360848:Human Adenovirus 14
",>100,415
"Human_Adenovirus_14_19842979:Human Adenovirus 14
",10-100,15
"Human_Adenovirus_14_20055071:Human Adenovirus 14
",10-100,Twenty
"Human_Adenovirus_14_20137465:Human Adenovirus 14
",>100,2492
"Human_Adenovirus_14_20533881:Human Adenovirus 14
",10-100,32
"Human_Adenovirus_14_21241515:Human Adenovirus 14
",10-100,70
"Human_Adenovirus_14_21271012:Human Adenovirus 14
",>100,986
"Human_Adenovirus_14_22531244:Human Adenovirus 14
",10-100,64
"Human_Adenovirus_14_22608839:Human Adenovirus 14
",10-100,18
"Human_Adenovirus_14_22838216:Human Adenovirus 14
",10-100,70
"Human_Adenovirus_14_22862952:Human Adenovirus 14
",1,a
"Human_Adenovirus_14_23169964:Human Adenovirus 14
",10-100,81
"Human_Adenovirus_14_23238685:Human Adenovirus 14
",>100,"636 BALF samples sent to the microbiology laboratory, 232 underwent viral tests. Of these, 70"
"Human_Adenovirus_14_23327697:Human Adenovirus 14
",10-100,47
"Human_Adenovirus_14_23692915:Human Adenovirus 14
",10-100,43
"Human_Adenovirus_14_23995960:Human Adenovirus 14
",>100,287
"Human_Adenovirus_14_24047731:Human Adenovirus 14
",>100,407
"Human_Adenovirus_14_24113096:Human Adenovirus 14
",10-100,10
"Human_Adenovirus_14_24399381:Human Adenovirus 14
",>100,188
"Human_Adenovirus_14_24467816:Human Adenovirus 14
",10-100,92
"Human_Adenovirus_14_24551881:Human Adenovirus 14
",>100,969
"Human_Adenovirus_14_24856535:Human Adenovirus 14
",none,.
"Human_Adenovirus_14_25178477:Human Adenovirus 14
",1-10,seven
"Human_Adenovirus_14_25252824:Human Adenovirus 14
",10-100,42 children with post-infectious bronchiolitis obliterans (PIBO). METHODS: Forty
"Human_Adenovirus_14_25475044:Human Adenovirus 14
",10-100,21
"Human_Adenovirus_14_25504360:Human Adenovirus 14
",10-100,87
"Human_Adenovirus_14_25714161:Human Adenovirus 14
",>100,2222
"Human_Adenovirus_14_25812108:Human Adenovirus 14
",>100,954
"Human_Adenovirus_14_25983755:Human Adenovirus 14
",>100,850
"Human_Adenovirus_14_26293663:Human Adenovirus 14
",10-100,85
"Human_Adenovirus_14_26967644:Human Adenovirus 14
",10-100,14 patients
"Human_Adenovirus_14_27124519:Human Adenovirus 14
",>100,319
"Human_Adenovirus_14_27149483:Human Adenovirus 14
",>100,175
"Human_Adenovirus_14_27171486:Human Adenovirus 14
",1-10,4
"Human_Adenovirus_14_27301912:Human Adenovirus 14
",10-100,91
"Human_Adenovirus_14_27532864:Human Adenovirus 14
",10-100,14
"Human_Adenovirus_14_27795341:Human Adenovirus 14
",1-10,2
"Human_Adenovirus_14_27885562:Human Adenovirus 14
",10-100,38). Statistically significant difference was observed between RSV-positive and negative cases
"Human_Adenovirus_14_28159160:Human Adenovirus 14
",none,patients
"Human_Adenovirus_14_28220737:Human Adenovirus 14
",1-10,Two hundred and six
"Human_Adenovirus_14_28397477:Human Adenovirus 14
",>100,470
"Human_Adenovirus_14_28687214:Human Adenovirus 14
",none,:
"Human_Adenovirus_14_28948867:Human Adenovirus 14
",>100,610
"Human_Adenovirus_14_28975629:Human Adenovirus 14
",>100,691
"Human_Adenovirus_14_29596527:Human Adenovirus 14
",1-10,"14,044 patients, 37.7% (52"
"Human_Adenovirus_14_30096340:Human Adenovirus 14
",1,a
"Human_Adenovirus_14_30321228:Human Adenovirus 14
",>100,131
"Human_Adenovirus_14_30337417:Human Adenovirus 14
",>100,230
"Human_Adenovirus_14_30348093:Human Adenovirus 14
",1,a case
"Human_Adenovirus_14_30630228:Human Adenovirus 14
",>100,156
"Human_Adenovirus_14_30672892:Human Adenovirus 14
",10-100,82
"Human_Adenovirus_14_30882722:Human Adenovirus 14
",10-100,80
"Human_Adenovirus_14_30949525:Human Adenovirus 14
",>100,600
"Human_Adenovirus_14_31194775:Human Adenovirus 14
",10-100,20
"Human_Adenovirus_14_31196108:Human Adenovirus 14
",10-100,62
"Human_Adenovirus_14_31230362:Human Adenovirus 14
",>100,150
"Human_Adenovirus_14_31270991:Human Adenovirus 14
",10-100,47
"Human_Adenovirus_14_31480827:Human Adenovirus 14
",10-100,14
"Human_Adenovirus_14_31542903:Human Adenovirus 14
",10-100,Twenty-eight
"Human_Adenovirus_14_31776891:Human Adenovirus 14
",10-100,60
"Human_Adenovirus_14_31977849:Human Adenovirus 14
",>100,542
"Human_Adenovirus_14_32017782:Human Adenovirus 14
",>100,360
"Human_Adenovirus_14_32392955:Human Adenovirus 14
",10-100,92
